Num_expediente,Tipo_accidente
2016S007527,Otros
2016S004525,Atropello
2016S000509,Colisión fronto-lateral
2016S008023,Colisión lateral
2016S002638,Choque contra elemento estático
2016S007225,Colisión lateral
2016S001228,Colisión lateral
2016S009681,Alcance multiple
2016S000283,Alcance
2016S009709,Alcance multiple
2016S009078,Alcance
2016S003438,Colisión lateral
2016S005015,Alcance
2016S001772,Choque contra elemento estático
2016S004825,Colisión lateral
2016S005215,Choque contra elemento estático
2016S001543,Caída (dos ruedas)
2016S004105,Alcance multiple
2016S002516,Colisión lateral
2016S009558,Colisión lateral
2016S003628,Alcance
2016S003575,Otros
2016S003479,Choque contra elemento estático
2016S000612,Colisión fronto-lateral
2016S007234,Colisión lateral
2016S010111,Alcance
2016S000131,Colisión fronto-lateral
2016S008472,Colisión fronto-lateral
2016S005870,Alcance multiple
2016S007925,Alcance multiple
2016S009170,Colisión lateral
2016S004424,Colisión fronto-lateral
2016S004289,Choque contra elemento estático
2016S000034,Alcance
2016S004685,Caída (dos ruedas)
2016S008785,Caída (dos ruedas)
2016S000252,Alcance multiple
2016S009159,Atropello
2016S003572,Colisión lateral
2016S003848,Colisión fronto-lateral
2016S003312,Caída (dos ruedas)
2016S003418,Colisión fronto-lateral
2016S000059,Colisión lateral
2016S002138,Atropello
2016S009740,Colisión frontal
2016S001777,Colisión lateral
2016S005589,Colisión lateral
2016S007774,Otros
2016S003370,Colisión lateral
2016S000398,Colisión fronto-lateral
2016S000060,Atropello
2016S004463,Atropello
2016S005792,Colisión fronto-lateral
2016S006560,Alcance
2016S003864,Colisión lateral
2016S003634,Colisión lateral
2016S005984,Colisión lateral
2016S007233,Choque contra elemento estático
2016S003673,Atropello
2016S008712,Colisión lateral
2016S000611,Alcance multiple
2016S007898,Colisión lateral
2016S007988,Colisión lateral
2016S001867,Colisión lateral
2016S010071,Colisión lateral
2016S008736,Atropello
2016S009908,Alcance
2016S002242,Colisión fronto-lateral
2016S004427,Atropello
2016S009313,Colisión fronto-lateral
2016S001480,Colisión lateral
2016S005557,Colisión lateral
2016S003043,Alcance
2016S002062,Colisión lateral
2016S003132,Colisión lateral
2016S008409,Colisión lateral
2016S004378,Choque contra elemento estático
2016S008198,Colisión lateral
2016S007400,Atropello
2016S009403,Colisión lateral
2016S004337,Colisión lateral
2016S005639,Caída (dos ruedas)
2016S001122,Caída (dos ruedas)
2016S003830,Alcance
2016S008336,Choque contra elemento estático
2016S003669,Colisión fronto-lateral
2016S009657,Atropello
2016S008662,Colisión lateral
2016S004921,Atropello
2016S008261,Choque contra elemento estático
2016S008589,Alcance multiple
2016S005022,Colisión lateral
2016S003606,Colisión fronto-lateral
2016S005217,Colisión frontal
2016S003692,Alcance
2016S005540,Colisión fronto-lateral
2016S006732,Atropello
2016S007174,Colisión fronto-lateral
2016S008303,Choque contra elemento estático
2016S008780,Atropello
2016S007473,Colisión fronto-lateral
2016S006384,Colisión lateral
2016S006004,Alcance
2016S009696,Colisión fronto-lateral
2016S000061,Caída (dos ruedas)
2016S002428,Otros
2016S007865,Colisión fronto-lateral
2016S004321,Colisión lateral
2016S005026,Colisión lateral
2016S009357,Colisión lateral
2016S002110,Choque contra elemento estático
2016S001556,Choque contra elemento estático
2016S003376,Colisión fronto-lateral
2016S004713,Colisión fronto-lateral
2016S001657,Colisión lateral
2016S003109,Caída (dos ruedas)
2016S003298,Alcance
2016S008179,Caída (dos ruedas)
2016S001061,Colisión fronto-lateral
2016S002785,Alcance
2016S008310,Alcance
2016S002844,Alcance
2016S003923,Alcance
2016S005008,Colisión fronto-lateral
2016S009437,Colisión fronto-lateral
2016S000128,Choque contra elemento estático
2016S005925,Colisión fronto-lateral
2016S009506,Caída interior vehículo
2016S002510,Colisión fronto-lateral
2016S010075,Alcance
2016S006794,Colisión fronto-lateral
2016S009624,Alcance
2016S001282,Caída (dos ruedas)
2016S001889,Colisión frontal
2016S009115,Choque contra elemento estático
2016S007943,Alcance
2016S003360,Alcance
2016S010030,Choque contra elemento estático
2016S003616,Caída interior vehículo
2016S002204,Choque contra elemento estático
2016S000920,Caída interior vehículo
2016S009894,Colisión fronto-lateral
2016S001899,Colisión fronto-lateral
2016S005027,Colisión lateral
2016S002022,Caída interior vehículo
2016S001395,Alcance
2016S001437,Colisión fronto-lateral
2016S005920,Atropello
2016S000995,Atropello
2016S009100,Atropello
2016S002442,Colisión lateral
2016S009684,Colisión fronto-lateral
2016S005971,Colisión lateral
2016S002699,Caída interior vehículo
2016S000504,Atropello
2016S005260,Atropello
2016S008870,Choque contra elemento estático
2016S007475,Alcance
2016S008299,Colisión fronto-lateral
2016S001368,Caída (dos ruedas)
2016S006030,Alcance multiple
2016S001515,Alcance
2016S001090,Alcance
2016S002458,Colisión lateral
2016S003879,Caída interior vehículo
2016S007729,Colisión lateral
2016S009827,Alcance
2016S005855,Colisión lateral
2016S009744,Caída (dos ruedas)
2016S005100,Colisión fronto-lateral
2016S008483,Choque contra elemento estático
2016S005142,Colisión fronto-lateral
2016S007382,Choque contra elemento estático
2016S005115,Alcance
2016S000308,Caída (dos ruedas)
2016S001273,Alcance
2016S002504,Colisión fronto-lateral
2016S007102,Alcance multiple
2016S008459,Alcance
2016S006463,Colisión lateral
2016S005171,Colisión fronto-lateral
2016S003856,Atropello
2016S001894,Caída (dos ruedas)
2016S009214,Atropello
2016S010050,Colisión fronto-lateral
2016S000540,Atropello
2016S003155,Colisión fronto-lateral
2016S009022,Atropello
2016S008835,Colisión fronto-lateral
2016S003188,Alcance
2016S002944,Colisión lateral
2016S003915,Colisión fronto-lateral
2016S004100,Caída interior vehículo
2016S003584,Otros
2016S007097,Colisión fronto-lateral
2016S007370,Alcance
2016S009383,Colisión lateral
2016S008196,Choque contra elemento estático
2016S007524,Colisión lateral
2016S008283,Colisión fronto-lateral
2016S004644,Otros
2016S002531,Atropello
2016S007189,Alcance
2016S005064,Colisión fronto-lateral
2016S005370,Colisión fronto-lateral
2016S007389,Colisión fronto-lateral
2016S002771,Alcance
2016S009001,Colisión fronto-lateral
2016S001542,Alcance
2016S007231,Colisión fronto-lateral
2016S001190,Colisión fronto-lateral
2016S002533,Atropello
2016S008227,Atropello
2016S002403,Alcance
2016S003666,Choque contra elemento estático
2016S001553,Alcance
2016S004313,Choque contra elemento estático
2016S002065,Colisión fronto-lateral
2016S001980,Atropello
2016S002060,Choque contra elemento estático
2016S005931,Otros
2016S006700,Otros
2016S002757,Caída (dos ruedas)
2016S002981,Caída interior vehículo
2016S008109,Colisión frontal
2016S005067,Atropello
2016S004499,Alcance
2016S004893,Otros
2016S000322,Choque contra elemento estático
2016S003280,Caída (dos ruedas)
2016S006349,Atropello
2016S003937,Caída (dos ruedas)
2016S002236,Choque contra elemento estático
2016S005566,Atropello
2016S006902,Colisión lateral
2016S007788,Choque contra elemento estático
2016S005637,Atropello
2016S007491,Otros
2016S006899,Atropello
2016S001017,Atropello
2016S001419,Choque contra elemento estático
2016S002381,Colisión frontal
2016S003381,Choque contra elemento estático
2016S000109,Colisión fronto-lateral
2016S006937,Caída (dos ruedas)
2016S001914,Atropello
2016S008458,Alcance
2016S001402,Colisión fronto-lateral
2016S008996,Alcance
2016S005854,Alcance
2016S001915,Colisión lateral
2016S008909,Caída (dos ruedas)
2016S004207,Colisión fronto-lateral
2016S005545,Alcance
2016S000882,Colisión lateral
2016S008871,Alcance
2016S000460,Colisión fronto-lateral
2016S007510,Alcance
2016S000002,Caída (dos ruedas)
2016S000677,Alcance
2016S003869,Caída (dos ruedas)
2016S007431,Alcance
2016S005803,Otros
2016S004113,Choque contra elemento estático
2016S002439,Colisión fronto-lateral
2016S008255,Atropello
2016S006690,Colisión lateral
2016S007871,Colisión lateral
2016S004363,Alcance
2016S002798,Choque contra elemento estático
2016S007296,Atropello
2016S008639,Choque contra elemento estático
2016S003570,Colisión lateral
2016S005438,Alcance
2016S007187,Choque contra elemento estático
2016S007187,Colisión lateral
2016S001696,Colisión lateral
2016S007999,Caída (dos ruedas)
2016S004777,Caída (dos ruedas)
2016S008306,Colisión lateral
2016S007613,Colisión fronto-lateral
2016S008935,Atropello
2016S006254,Colisión fronto-lateral
2016S007009,Choque contra elemento estático
2016S000084,Choque contra elemento estático
2016S007581,Colisión fronto-lateral
2016S001342,Colisión lateral
2016S005658,Caída (dos ruedas)
2016S005862,Caída (dos ruedas)
2016S000592,Choque contra elemento estático
2016S003222,Caída (dos ruedas)
2016S001378,Alcance
2016S000247,Caída (dos ruedas)
2016S005159,Caída interior vehículo
2016S000978,Atropello
2016S007983,Atropello
2016S006166,Caída interior vehículo
2016S006907,Colisión fronto-lateral
2016S002076,Atropello
2016S004185,Colisión fronto-lateral
2016S008863,Colisión fronto-lateral
2016S002917,Colisión lateral
2016S002407,Colisión lateral
2016S004846,Colisión lateral
2016S008985,Caída (dos ruedas)
2016S008391,Alcance
2016S009760,Alcance
2016S003971,Colisión fronto-lateral
2016S002009,Alcance
2016S004471,Caída (dos ruedas)
2016S006365,Colisión fronto-lateral
2016S003963,Caída interior vehículo
2016S005476,Colisión lateral
2016S001388,Colisión lateral
2016S006162,Colisión fronto-lateral
2016S004506,Colisión lateral
2016S005898,Colisión fronto-lateral
2016S008225,Alcance
2016S008084,Colisión lateral
2016S009109,Colisión fronto-lateral
2016S002455,Alcance
2016S006942,Alcance
2016S009522,Atropello
2016S002139,Colisión fronto-lateral
2016S002397,Colisión fronto-lateral
2016S001618,Alcance
2016S001898,Caída (dos ruedas)
2016S005633,Atropello
2016S009289,Colisión lateral
2016S006745,Caída (dos ruedas)
2016S005825,Colisión frontal
2016S006177,Colisión fronto-lateral
2016S004018,Colisión lateral
2016S004651,Atropello
2016S000576,Colisión fronto-lateral
2016S008946,Colisión lateral
2016S010107,Colisión lateral
2016S004631,Alcance
2016S003210,Colisión lateral
2016S001859,Caída (dos ruedas)
2016S002912,Colisión fronto-lateral
2016S004579,Colisión fronto-lateral
2016S008907,Alcance
2016S003184,Colisión fronto-lateral
2016S002332,Caída (dos ruedas)
2016S009255,Colisión lateral
2016S007536,Alcance
2016S005752,Colisión fronto-lateral
2016S001801,Colisión fronto-lateral
2016S008437,Alcance
2016S000143,Colisión lateral
2016S004352,Atropello
2016S008490,Colisión fronto-lateral
2016S007592,Alcance
2016S006644,Caída (dos ruedas)
2016S008101,Colisión lateral
2016S007867,Colisión lateral
2016S002264,Otros
2016S001046,Alcance
2016S006853,Atropello
2016S001541,Otros
2016S009014,Alcance
2016S001711,Atropello
2016S006142,Atropello
2016S005713,Alcance
2016S007806,Atropello
2016S005243,Alcance
2016S007764,Colisión lateral
2016S005254,Alcance
2016S003119,Alcance
2016S007918,Colisión fronto-lateral
2016S007099,Alcance
2016S004724,Colisión lateral
2016S007086,Atropello
2016S000955,Colisión fronto-lateral
2016S000122,Colisión fronto-lateral
2016S010055,Caída (dos ruedas)
2016S007702,Colisión lateral
2016S004697,Colisión lateral
2016S003516,Colisión lateral
2016S000733,Colisión lateral
2016S005014,Colisión lateral
2016S009780,Colisión fronto-lateral
2016S005182,Colisión fronto-lateral
2016S000278,Colisión fronto-lateral
2016S009284,Colisión fronto-lateral
2016S008980,Colisión lateral
2016S003918,Colisión lateral
2016S004208,Caída (dos ruedas)
2016S001133,Colisión lateral
2016S009090,Caída (dos ruedas)
2016S006746,Atropello
2016S009981,Colisión fronto-lateral
2016S000295,Colisión lateral
2016S004578,Atropello
2016S005073,Caída (dos ruedas)
2016S007951,Colisión lateral
2016S002254,Colisión fronto-lateral
2016S000363,Colisión lateral
2016S004076,Colisión fronto-lateral
2016S009647,Alcance
2016S008974,Atropello
2016S006378,Colisión lateral
2016S008876,Colisión lateral
2016S005677,Colisión lateral
2016S002703,Colisión lateral
2016S002688,Colisión lateral
2016S005833,Colisión fronto-lateral
2016S008532,Alcance
2016S003558,Caída (dos ruedas)
2016S007695,Caída (dos ruedas)
2016S009550,Colisión fronto-lateral
2016S004090,Colisión lateral
2016S009366,Caída (dos ruedas)
2016S009168,Atropello
2016S001027,Colisión fronto-lateral
2016S004243,Colisión lateral
2016S002217,Alcance
2016S005294,Alcance
2016S006637,Colisión lateral
2016S001741,Caída interior vehículo
2016S007735,Atropello
2016S002710,Colisión lateral
2016S001441,Colisión lateral
2016S003345,Alcance
2016S009779,Caída (dos ruedas)
2016S009171,Colisión fronto-lateral
2016S008045,Caída (dos ruedas)
2016S004584,Colisión lateral
2016S009809,Colisión lateral
2016S003950,Colisión lateral
2016S001154,Colisión lateral
2016S002913,Atropello
2016S001908,Colisión lateral
2016S003045,Caída (dos ruedas)
2016S005174,Caída (dos ruedas)
2016S000331,Colisión lateral
2016S005065,Colisión fronto-lateral
2016S009098,Colisión fronto-lateral
2016S005795,Otros
2016S005795,Colisión lateral
2016S000745,Alcance
2016S009308,Colisión fronto-lateral
2016S006815,Colisión fronto-lateral
2016S007965,Colisión lateral
2016S004248,Otros
2016S001406,Colisión fronto-lateral
2016S007237,Alcance
2016S000686,Colisión lateral
2016S001269,Colisión lateral
2016S004871,Colisión lateral
2016S002243,Colisión lateral
2016S000586,Colisión fronto-lateral
2016S003770,Otros
2016S005793,Colisión fronto-lateral
2016S000498,Colisión fronto-lateral
2016S004966,Alcance
2016S006104,Colisión lateral
2016S003110,Colisión lateral
2016S003168,Choque contra elemento estático
2016S008330,Colisión lateral
2016S000481,Colisión lateral
2016S001235,Alcance
2016S008120,Caída (dos ruedas)
2016S002447,Alcance multiple
2016S001044,Colisión lateral
2016S004626,Alcance
2016S008672,Alcance
2016S000838,Otros
2016S009023,Colisión fronto-lateral
2016S006740,Caída (dos ruedas)
2016S006222,Colisión lateral
2016S002059,Colisión fronto-lateral
2016S000377,Colisión lateral
2016S006025,Colisión fronto-lateral
2016S004885,Colisión lateral
2016S006226,Colisión fronto-lateral
2016S006120,Colisión lateral
2016S002691,Otros
2016S006428,Colisión fronto-lateral
2016S004789,Atropello
2016S008590,Colisión fronto-lateral
2016S005538,Colisión lateral
2016S002881,Alcance
2016S005606,Colisión fronto-lateral
2016S002849,Colisión lateral
2016S006000,Otros
2016S008763,Atropello
2016S000193,Otros
2016S003783,Colisión lateral
2016S009917,Colisión lateral
2016S004286,Colisión fronto-lateral
2016S006374,Colisión lateral
2016S008276,Colisión fronto-lateral
2016S002872,Colisión lateral
2016S002299,Caída (dos ruedas)
2016S002299,Atropello
2016S001403,Alcance
2016S006189,Atropello
2016S005822,Colisión frontal
2016S008629,Caída (dos ruedas)
2016S000257,Alcance
2016S004405,Caída (dos ruedas)
2016S008139,Alcance
2016S009489,Colisión fronto-lateral
2016S007843,Colisión lateral
2016S001123,Colisión lateral
2016S008593,Caída (dos ruedas)
2016S000437,Colisión fronto-lateral
2016S009997,Colisión fronto-lateral
2016S007462,Choque contra elemento estático
2016S001710,Alcance
2016S009477,Colisión lateral
2016S009758,Colisión fronto-lateral
2016S002472,Colisión fronto-lateral
2016S000757,Atropello
2016S002568,Caída (dos ruedas)
2016S008846,Colisión frontal
2016S006950,Alcance
2016S007149,Caída interior vehículo
2016S010015,Caída (dos ruedas)
2016S008302,Alcance
2016S004343,Colisión lateral
2016S000767,Colisión lateral
2016S008479,Atropello
2016S006505,Colisión lateral
2016S001448,Colisión lateral
2016S006626,Colisión lateral
2016S004821,Colisión lateral
2016S009259,Alcance multiple
2016S007594,Atropello
2016S004549,Colisión fronto-lateral
2016S009211,Colisión lateral
2016S003020,Colisión fronto-lateral
2016S003142,Colisión lateral
2016S006847,Alcance
2016S006783,Colisión fronto-lateral
2016S006296,Colisión fronto-lateral
2016S009358,Alcance
2016S002612,Alcance
2016S009963,Colisión fronto-lateral
2016S004259,Colisión fronto-lateral
2016S003573,Colisión lateral
2016S007701,Atropello
2016S008386,Colisión lateral
2016S003697,Colisión fronto-lateral
2016S006181,Atropello
2016S002650,Colisión lateral
2016S004872,Colisión lateral
2016S002196,Atropello
2016S006455,Otros
2016S009361,Alcance
2016S000188,Colisión lateral
2016S010017,Caída interior vehículo
2016S008694,Colisión lateral
2016S007116,Colisión lateral
2016S009231,Alcance
2016S002964,Caída (dos ruedas)
2016S002964,Alcance
2016S004117,Colisión frontal
2016S005598,Colisión lateral
2016S006399,Alcance
2016S003129,Atropello
2016S005457,Caída (dos ruedas)
2016S007201,Caída interior vehículo
2016S008648,Atropello
2016S003796,Colisión lateral
2016S004603,Alcance
2016S002509,Colisión lateral
2016S000628,Caída (dos ruedas)
2016S000679,Colisión lateral
2016S002279,Caída (dos ruedas)
2016S006058,Colisión fronto-lateral
2016S008405,Colisión lateral
2016S005596,Caída interior vehículo
2016S003147,Atropello
2016S005126,Alcance
2016S000904,Colisión fronto-lateral
2016S002740,Colisión fronto-lateral
2016S010087,Atropello
2016S003364,Atropello
2016S008322,Colisión lateral
2016S008693,Colisión fronto-lateral
2016S006055,Colisión lateral
2016S000765,Colisión fronto-lateral
2016S003662,Colisión fronto-lateral
2016S003311,Colisión lateral
2016S001927,Colisión lateral
2016S007554,Alcance
2016S001011,Alcance multiple
2016S007726,Colisión fronto-lateral
2016S004412,Colisión fronto-lateral
2016S002342,Colisión lateral
2016S004678,Colisión lateral
2016S003282,Caída (dos ruedas)
2016S008097,Colisión lateral
2016S007093,Otros
2016S000949,Colisión lateral
2016S003060,Colisión lateral
2016S003488,Alcance
2016S008666,Colisión lateral
2016S005678,Caída (dos ruedas)
2016S008494,Colisión lateral
2016S000421,Colisión lateral
2016S005274,Colisión lateral
2016S007338,Colisión lateral
2016S001938,Choque contra elemento estático
2016S006681,Otros
2016S003406,Otros
2016S007132,Colisión fronto-lateral
2016S002147,Colisión lateral
2016S002413,Colisión lateral
2016S007027,Colisión lateral
2016S006052,Atropello
2016S002175,Colisión frontal
2016S005089,Colisión fronto-lateral
2016S008219,Choque contra elemento estático
2016S000470,Otros
2016S007270,Atropello
2016S005503,Alcance
2016S006957,Alcance
2016S001217,Caída (dos ruedas)
2016S009411,Colisión lateral
2016S003632,Colisión lateral
2016S001981,Alcance
2016S009706,Caída (dos ruedas)
2016S005058,Colisión lateral
2016S008454,Atropello
2016S004468,Colisión fronto-lateral
2016S006089,Colisión lateral
2016S003274,Colisión fronto-lateral
2016S000081,Atropello
2016S004917,Caída (dos ruedas)
2016S005287,Alcance multiple
2016S002590,Caída (dos ruedas)
2016S003383,Colisión fronto-lateral
2016S007937,Otros
2016S001263,Colisión fronto-lateral
2016S004296,Atropello
2016S009401,Choque contra elemento estático
2016S010132,Otros
2016S005375,Alcance multiple
2016S006818,Colisión lateral
2016S002728,Colisión lateral
2016S009436,Alcance multiple
2016S000369,Colisión fronto-lateral
2016S005627,Colisión lateral
2016S008301,Caída interior vehículo
2016S001112,Caída (dos ruedas)
2016S009102,Atropello
2016S006652,Atropello
2016S004954,Atropello
2016S009148,Atropello
2016S007257,Otros
2016S009354,Caída (dos ruedas)
2016S002606,Atropello
2016S009031,Caída interior vehículo
2016S010088,Colisión fronto-lateral
2016S008163,Otros
2016S006997,Colisión fronto-lateral
2016S001975,Caída (dos ruedas)
2016S003736,Colisión lateral
2016S000692,Alcance
2016S003956,Alcance
2016S009247,Colisión fronto-lateral
2016S004669,Choque contra elemento estático
2016S008309,Colisión fronto-lateral
2016S004338,Colisión fronto-lateral
2016S005973,Alcance
2016S003508,Alcance
2016S005643,Colisión lateral
2016S005670,Otros
2016S007379,Choque contra elemento estático
2016S004918,Colisión lateral
2016S008951,Alcance
2016S006552,Colisión fronto-lateral
2016S004928,Caída (dos ruedas)
2016S002659,Alcance
2016S008535,Atropello
2016S001985,Caída (dos ruedas)
2016S003903,Colisión lateral
2016S002697,Colisión lateral
2016S003851,Colisión fronto-lateral
2016S008641,Alcance
2016S008570,Colisión lateral
2016S009662,Caída (dos ruedas)
2016S004621,Atropello
2016S006295,Colisión fronto-lateral
2016S006931,Colisión fronto-lateral
2016S006816,Alcance
2016S002281,Alcance
2016S003330,Atropello
2016S003545,Atropello
2016S003388,Choque contra elemento estático
2016S000616,Colisión lateral
2016S004214,Caída (dos ruedas)
2016S003974,Alcance
2016S009295,Atropello
2016S002838,Atropello
2016S003907,Colisión frontal
2016S009057,Caída interior vehículo
2016S006339,Colisión fronto-lateral
2016S000933,Alcance
2016S002931,Alcance
2016S008365,Alcance multiple
2016S001194,Colisión lateral
2016S002826,Caída (dos ruedas)
2016S006633,Alcance
2016S008649,Colisión lateral
2016S009251,Alcance
2016S008390,Alcance multiple
2016S009679,Alcance
2016S003510,Colisión fronto-lateral
2016S010038,Colisión fronto-lateral
2016S002613,Alcance multiple
2016S003497,Choque contra elemento estático
2016S004796,Atropello
2016S008274,Atropello
2016S009249,Alcance
2016S005327,Caída (dos ruedas)
2016S005035,Alcance
2016S000151,Caída (dos ruedas)
2016S004294,Colisión fronto-lateral
2016S004998,Colisión lateral
2016S009482,Colisión fronto-lateral
2016S008411,Caída (dos ruedas)
2016S008438,Alcance
2016S008356,Alcance multiple
2016S009167,Alcance
2016S006922,Caída (dos ruedas)
2016S005507,Colisión lateral
2016S004216,Alcance
2016S003473,Colisión lateral
2016S007787,Colisión fronto-lateral
2016S004731,Colisión fronto-lateral
2016S004565,Alcance
2016S006634,Alcance
2016S007887,Colisión lateral
2016S002886,Colisión lateral
2016S002616,Alcance multiple
2016S006813,Alcance multiple
2016S006967,Vuelco (más de dos ruedas)
2016S006792,Alcance multiple
2016S003742,Choque contra elemento estático
2016S005930,Atropello
2016S005017,Colisión fronto-lateral
2016S008806,Alcance
2016S006164,Alcance
2016S008633,Alcance multiple
2016S002495,Colisión fronto-lateral
2016S003080,Choque contra elemento estático
2016S009868,Colisión fronto-lateral
2016S005289,Colisión fronto-lateral
2016S005617,Colisión fronto-lateral
2016S000737,Alcance multiple
2016S008868,Alcance
2016S007858,Alcance multiple
2016S001987,Alcance multiple
2016S005628,Atropello
2016S002319,Colisión lateral
2016S008750,Atropello
2016S009044,Alcance
2016S008056,Atropello
2016S009133,Choque contra elemento estático
2016S005078,Choque contra elemento estático
2016S004064,Atropello
2016S002087,Alcance
2016S000966,Alcance
2016S006154,Caída (dos ruedas)
2016S009614,Colisión frontal
2016S001746,Colisión lateral
2016S001280,Alcance
2016S007020,Atropello
2016S006508,Atropello
2016S008731,Colisión lateral
2016S002794,Colisión lateral
2016S008675,Colisión fronto-lateral
2016S005259,Colisión lateral
2016S002910,Alcance multiple
2016S005395,Colisión lateral
2016S003252,Atropello
2016S007705,Alcance
2016S001493,Colisión fronto-lateral
2016S007126,Atropello
2016S001932,Alcance
2016S008756,Colisión fronto-lateral
2016S007626,Choque contra elemento estático
2016S005805,Atropello
2016S006288,Colisión fronto-lateral
2016S006291,Alcance
2016S006773,Alcance
2016S008378,Alcance
2016S006371,Caída (dos ruedas)
2016S007893,Colisión fronto-lateral
2016S004840,Colisión fronto-lateral
2016S005052,Colisión lateral
2016S003831,Alcance
2016S008419,Colisión lateral
2016S008183,Colisión lateral
2016S000030,Choque contra elemento estático
2016S000050,Caída interior vehículo
2016S009615,Colisión lateral
2016S002414,Colisión lateral
2016S002271,Colisión fronto-lateral
2016S009155,Alcance
2016S002846,Colisión fronto-lateral
2016S006136,Colisión fronto-lateral
2016S000301,Colisión fronto-lateral
2016S009518,Colisión lateral
2016S009693,Colisión lateral
2016S007941,Colisión lateral
2016S000547,Colisión lateral
2016S005773,Caída (dos ruedas)
2016S003288,Caída interior vehículo
2016S002517,Caída interior vehículo
2016S009822,Atropello
2016S005462,Colisión lateral
2016S009264,Caída interior vehículo
2016S002815,Alcance
2016S002300,Colisión fronto-lateral
2016S009034,Caída interior vehículo
2016S005358,Colisión fronto-lateral
2016S006551,Colisión lateral
2016S008805,Caída (dos ruedas)
2016S000156,Caída interior vehículo
2016S006975,Alcance
2016S004189,Colisión lateral
2016S003158,Atropello
2016S006592,Alcance
2016S000240,Alcance
2016S010101,Colisión lateral
2016S008324,Colisión lateral
2016S000086,Colisión fronto-lateral
2016S001268,Atropello
2016S001906,Otros
2016S006308,Colisión fronto-lateral
2016S000807,Colisión lateral
2016S008486,Colisión lateral
2016S008049,Alcance
2016S001219,Colisión lateral
2016S003403,Atropello
2016S009416,Choque contra elemento estático
2016S001110,Alcance
2016S007274,Alcance
2016S003248,Alcance multiple
2016S000038,Caída (dos ruedas)
2016S009869,Alcance
2016S004595,Colisión lateral
2016S009525,Colisión lateral
2016S000293,Colisión lateral
2016S009390,Alcance
2016S003800,Caída (dos ruedas)
2016S005672,Alcance
2016S002042,Colisión lateral
2016S009058,Choque contra elemento estático
2016S001799,Caída (dos ruedas)
2016S007019,Alcance
2016S007299,Alcance
2016S010127,Caída (dos ruedas)
2016S010127,Colisión lateral
2016S005351,Colisión lateral
2016S002104,Alcance
2016S006163,Colisión lateral
2016S003086,Alcance
2016S009931,Otros
2016S008776,Alcance
2016S004735,Alcance
2016S001186,Caída (dos ruedas)
2016S005068,Colisión fronto-lateral
2016S008399,Atropello
2016S006289,Colisión fronto-lateral
2016S002732,Colisión lateral
2016S005647,Choque contra elemento estático
2016S007259,Alcance
2016S004910,Alcance
2016S008102,Alcance
2016S004740,Alcance
2016S004464,Caída (dos ruedas)
2016S003867,Colisión lateral
2016S009164,Colisión fronto-lateral
2016S003163,Alcance
2016S002792,Alcance
2016S002108,Caída (dos ruedas)
2016S004837,Alcance
2016S007699,Colisión lateral
2016S009741,Colisión lateral
2016S008075,Colisión fronto-lateral
2016S007324,Alcance
2016S005506,Choque contra elemento estático
2016S002700,Colisión lateral
2016S008342,Caída (dos ruedas)
2016S008342,Choque contra elemento estático
2016S007196,Atropello
2016S005459,Atropello
2016S005661,Colisión lateral
2016S009568,Colisión lateral
2016S003698,Alcance multiple
2016S007133,Alcance
2016S005893,Colisión lateral
2016S000462,Colisión lateral
2016S009450,Alcance multiple
2016S002668,Choque contra elemento estático
2016S004582,Choque contra elemento estático
2016S003380,Otros
2016S001706,Alcance
2016S009964,Alcance
2016S009796,Otros
2016S003912,Colisión lateral
2016S002358,Alcance
2016S001719,Caída (dos ruedas)
2016S001418,Caída (dos ruedas)
2016S003393,Colisión fronto-lateral
2016S000390,Alcance
2016S005766,Colisión lateral
2016S003281,Caída (dos ruedas)
2016S006786,Alcance
2016S002670,Alcance
2016S004751,Caída (dos ruedas)
2016S009603,Alcance multiple
2016S002764,Colisión fronto-lateral
2016S000622,Atropello
2016S005279,Colisión frontal
2016S009016,Colisión fronto-lateral
2016S005909,Colisión fronto-lateral
2016S007203,Alcance
2016S003985,Colisión lateral
2016S009349,Caída (dos ruedas)
2016S008218,Alcance
2016S008836,Alcance
2016S010026,Colisión lateral
2016S004056,Colisión lateral
2016S008600,Colisión fronto-lateral
2016S001481,Atropello
2016S007974,Alcance
2016S004037,Colisión fronto-lateral
2016S008364,Atropello
2016S007417,Alcance multiple
2016S003608,Otros
2016S003608,Caída (dos ruedas)
2016S009767,Colisión fronto-lateral
2016S008158,Otros
2016S008553,Atropello
2016S008398,Atropello
2016S009801,Choque contra elemento estático
2016S008732,Caída (dos ruedas)
2016S004250,Alcance
2016S001246,Alcance
2016S003139,Colisión lateral
2016S006046,Colisión lateral
2016S000209,Alcance
2016S004832,Colisión lateral
2016S004664,Colisión fronto-lateral
2016S007439,Colisión frontal
2016S001489,Colisión lateral
2016S004959,Colisión lateral
2016S000929,Colisión lateral
2016S009047,Colisión fronto-lateral
2016S002232,Choque contra elemento estático
2016S001352,Colisión fronto-lateral
2016S004330,Colisión fronto-lateral
2016S008209,Otros
2016S004398,Alcance
2016S001091,Alcance
2016S000802,Alcance
2016S001414,Atropello
2016S009136,Caída (dos ruedas)
2016S009136,Atropello
2016S004655,Atropello
2016S006833,Colisión fronto-lateral
2016S009611,Colisión fronto-lateral
2016S005834,Otros
2016S001713,Alcance
2016S008500,Atropello
2016S009063,Atropello
2016S004633,Choque contra elemento estático
