Num_expediente,Tipo_vehiculo,Modelo,Marca,Color,Tipo_carnet,Antiguedad_carnet
2015S002194,Motocicleta,Desconocido,HONDA,Azul,BTP,18
2015S009666,"Camión <= 3,5 Tm",FH,VOLVO,Blanco,CE,8
2015S006343,Ciclomotor,LIBERTY 50,PIAGGIO,Negro,B,3
2015S001120,Turismo,TIGUAN,VOLKSWAGEN,Negro,B,34
2015S004305,Turismo,KA,FORD,Blanco,B,21
2015S007856,Motocicleta,CB 250 TWO FIFTY,HONDA,Verde,A2,1
2015S006179,Turismo,FIESTA,FORD,Gris,B,2
2015S009678,Turismo,CADDY,VOLKSWAGEN,Gris,B,9
2015S008213,Turismo,A4,AUDI,Desconocido,B,22
2015S002540,Turismo,ASTRA,OPEL,Gris,B,9
2015S006928,Furgoneta,TRANSPORTER,VOLKSWAGEN,Gris,B,21
2015S001158,Otros vehíc. a motor,Desconocido,Desconocido,Otros,Desconocido,Desconocido
2015S003578,Motocicleta,GSF 600 BANDIT,SUZUKI,Azul,A2,1
2015S008855,Taxi,PRIUS,TOYOTA,Negro/Amarillo,BTP,2
2015S004513,Motocicleta,SH 125,HONDA,Desconocido,B,1
2015S003999,Turismo,XSARA,CITROEN,Gris,B,8
2015S004940,Motocicleta,Beverly,PIAGGIO,Desconocido,Desconocido,Desconocido
2015S002174,Autobús,NL 243,MAN,Rojo,D,14
2015S009345,Autobús,Desconocido,IRISBUS,Desconocido,D,23
2015S008873,Taxi,LINEA,FIAT,Negro/Amarillo,BTP,5
2015S003744,Ciclomotor,LIBERTY 50,PIAGGIO,Blanco,AM,7
2015S004635,Turismo,208,PEUGEOT,Blanco,B,26
2015S004635,Furgoneta,CADDY,VOLKSWAGEN,Negro,B,5
2015S004107,Turismo,XSARA,CITROEN,Plateado,B,22
2015S004107,Motocicleta,TWEET 125,PEUGEOT,Marrón,A,14
2015S009485,Turismo,ZAFIRA,OPEL,Gris,B,35
2015S000054,Motocicleta,X Max,YAMAHA,Gris,B,6
2015S000945,Motocicleta,WOLF 250,SYM,Negro,A,7
2015S002063,Turismo,GOLF,VOLKSWAGEN,Gris,B,51
2015S009798,Taxi,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S009277,Motocicleta,Desconocido,SYM,Gris,A,24
2015S007127,Motocicleta,C650 GT,BMW,Negro,Desconocido,Desconocido
2015S002748,Turismo,FOCUS,FORD,Gris,B,16
2015S000190,Motocicleta,LIBERTY 125,PIAGGIO,Azul,A1,18
2015S005125,Turismo,H 100,HYUNDAI,Gris,B,34
2015S002942,Taxi,Altea,SEAT,Negro/Amarillo,BTP,10
2015S002833,Autobús,Desconocido,DENNIS,Rojo,D,0
2015S004200,Turismo,FABIA,SKODA,Azul,Desconocido,Desconocido
2015S004200,Turismo,POLO,VOLKSWAGEN,Negro,B,25
2015S004328,Motocicleta,X Max,YAMAHA,Gris,A1,1
2015S004460,Turismo,A4,AUDI,Gris,B,7
2015S006013,Motocicleta,SH 125,HONDA,Gris,B,10
2015S007905,Taxi,ALHAMBRA,SEAT,Negro/Amarillo,BTP,12
2015S004971,Bicicleta,Desconocido,BICING,Rojo,Desconocido,Desconocido
2015S003171,Taxi,Desconocido,Desconocido,Negro/Amarillo,Desconocido,Desconocido
2015S003171,Ciclomotor,LIBERTY 50,PIAGGIO,Blanco,A1,12
2015S001537,Motocicleta,BURGMAN,SUZUKI,Negro,A,21
2015S002953,Motocicleta,SH 150,HONDA,Gris,A,43
2015S001675,Turismo,PRIUS,TOYOTA,Blanco,B,21
2015S005209,Motocicleta,SH 125,HONDA,granate,B,6
2015S005761,Motocicleta,FES 125,HONDA,Blanco,B,9
2015S008455,Turismo,Altea,SEAT,Blanco,BTP,4
2015S000061,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S008476,Motocicleta,SH 125,HONDA,Negro,B,8
2015S000957,Turismo,330,BMW,Gris,B,6
2015S005706,Motocicleta,MT 01,YAMAHA,Negro,A,19
2015S006308,Motocicleta,LIBERTY 125,PIAGGIO,Negro,Desconocido,Desconocido
2015S002206,Turismo,A 160,MERCEDES-BENZ,Blanco,B,46
2015S009054,Motocicleta,AGILITY 125,KYMCO,Gris,B,3
2015S002376,Turismo,A3,AUDI,Rojo,B,11
2015S007703,Motocicleta,XCITY,YAMAHA,Blanco,A,19
2015S003340,Turismo,IBIZA,SEAT,Blanco,B,15
2015S000056,Motocicleta,YP 125,YAMAHA,Negro,B,7
2015S003386,Motocicleta,X EVO,PIAGGIO,Negro,B,6
2015S006783,Taxi,TOLEDO,SEAT,Negro/Amarillo,BTP,27
2015S006783,Turismo,Getz,HYUNDAI,Blanco,B,5
2015S006783,Furgoneta,KANGOO,RENAULT,Blanco,B,35
2015S004160,Motocicleta,CB 600,HONDA,Negro,A,1
2015S007338,Taxi,Altea,SEAT,Negro/Amarillo,BTP,3
2015S004421,Ciclomotor,LIBERTY 50,PIAGGIO,Negro,B,3
2015S005542,Motocicleta,SCARABEO 250,APRILIA,Gris,A2,9
2015S000515,Motocicleta,FIDDLE II 125,SYM,Blanco,B,6
2015S001097,Furgoneta,EXPERT,PEUGEOT,Blanco,B,11
2015S004923,Turismo,A3,AUDI,Verde,B,28
2015S004899,Furgoneta,VITO,MERCEDES-BENZ,Azul,B,20
2015S003325,Turismo,ASTRA,OPEL,Blanco,B,7
2015S008395,Motocicleta,SFV 650,SUZUKI,Negro,A,2
2015S003894,Turismo,I 3,BMW,Gris,B,22
2015S003894,Motocicleta,SES 125,HONDA,Gris,Desconocido,Desconocido
2015S006910,Taxi,PASSAT,VOLKSWAGEN,Negro/Amarillo,BTP,35
2015S006659,Turismo,C 30,VOLVO,Gris,B,21
2015S001077,Taxi,OCTAVIA,SKODA,Negro/Amarillo,BTP,4
2015S004040,Turismo,Altea,SEAT,Blanco,BTP,6
2015S008009,Taxi,TOLEDO,SEAT,Otros,BTP,9
2015S005627,Autobús,Desconocido,MAN,Rojo,D,10
2015S001203,Turismo,CORSA,OPEL,Blanco,B,21
2015S002420,Motocicleta,NSS 250,HONDA,Negro,A2,2
2015S004120,Motocicleta,SYMPHONY,SYM,Blanco,B,9
2015S009139,Turismo,JAZZ,HONDA,Negro,B,7
2015S005090,Turismo,FUSION,FORD,Gris,B,15
2015S005145,Furgoneta,DOBLO,FIAT,Blanco,B,41
2015S004722,Turismo,GOLF,VOLKSWAGEN,Blanco,B,47
2015S008577,Furgoneta,TOURNEO,FORD,Blanco,B,14
2015S008788,Motocicleta,SH 125,HONDA,Gris,A,32
2015S002165,Autobús,Cityclass,IVECO FIAT,Rojo,D,9
2015S003242,Motocicleta,AQUILA,HYOSUNG,Blanco,B,32
2015S002537,Taxi,OCTAVIA,SKODA,Negro/Amarillo,BTP,18
2015S003473,Motocicleta,SES 125,HONDA,Negro,Desconocido,Desconocido
2015S003473,"Camión > 3,5 Tm",Desconocido,IVECO FIAT,Blanco,C1E,15
2015S006624,Turismo,A4,AUDI,Desconocido,B,19
2015S006624,Motocicleta,BURGMAN,SUZUKI,Azul,B,26
2015S009659,Turismo,206,PEUGEOT,Azul,B,15
2015S003972,Furgoneta,DOKKER,DACIA,Blanco,B,7
2015S009432,Turismo,GOLF,VOLKSWAGEN,Negro,B,33
2015S005524,Turismo,416,ROVER,granate,B,8
2015S006506,Motocicleta,SYMPHONY,SYM,Negro,B,20
2015S006978,Turismo,GOLF,VOLKSWAGEN,Gris,B,19
2015S009656,Turismo,FORTWO,SMART,Negro,B,3
2015S009370,Turismo,206,PEUGEOT,Negro,B,9
2015S005982,Ciclomotor,SH 50,HONDA,Negro,B,2
2015S001531,Tractocamión,R340,RENAULT,Blanco,C,8
2015S001765,"Camión > 3,5 Tm",ML 120,IVECO FIAT,Blanco,C1,2
2015S002210,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2015S009248,Turismo,LEON,SEAT,Negro,B,37
2015S008423,Turismo,CORSA,OPEL,Azul,B,7
2015S000868,Turismo,FIESTA,FORD,Verde,B,9
2015S004664,Turismo,CLIO,RENAULT,Azul,Desconocido,Desconocido
2015S000242,Turismo,MEGANE,RENAULT,Otros,B,8
2015S001660,Motocicleta,VESPA,PIAGGIO,Negro,B,14
2015S004853,Turismo,LEON,SEAT,Gris,B,19
2015S007717,Turismo,ASTRA,OPEL,Negro,B,30
2015S003123,Turismo,SERIE 1,BMW,Negro,B,23
2015S008776,Turismo,X5,BMW,Negro,B,7
2015S004259,Motocicleta,CBF 600,HONDA,Negro,A2,2
2015S004259,Motocicleta,LIBERTY 125,PIAGGIO,Azul,A1,18
2015S009710,Turismo,CORSA,OPEL,Blanco,B,29
2015S009710,Motocicleta,ZR 800,KAWASAKI,Naranja,A2,2
2015S007153,Motocicleta,PCX,HONDA,Blanco,A2,1
2015S006868,Taxi,Altea,SEAT,Amarillo,BTP,7
2015S004090,Furgoneta,KANGOO,RENAULT,Blanco,B,3
2015S001601,Furgoneta,315 CDI,MERCEDES-BENZ,Amarillo,BTP,11
2015S009633,Motocicleta,PEOPLE 125,KYMCO,Negro,B,11
2015S006781,Ciclomotor,CS 50 Z,YAMAHA,Azul,AM,10
2015S009794,Motocicleta,NC 750,HONDA,Negro,A2,2
2015S003057,Furgoneta,DOBLO,FIAT,Gris,B,26
2015S007556,Turismo,CELICA,TOYOTA,Gris,B,9
2015S002477,Motocicleta,YP 250,YAMAHA,Negro,A,Desconocido
2015S009439,Motocicleta,PK125,VESPA,Desconocido,A1,3
2015S009887,Motocicleta,CB 500,HONDA,Otros,A,20
2015S009016,Motocicleta,R1200,BMW,Azul,A,24
2015S005949,Motocicleta,T MAX,YAMAHA,Negro,A,5
2015S008636,Motocicleta,SH 125,HONDA,Gris,B,17
2015S008062,Motocicleta,CBF 125,HONDA,Negro,Desconocido,Desconocido
2015S002266,Turismo,GLK 320,MERCEDES-BENZ,Negro,B,42
2015S002266,Motocicleta,Vision,HONDA,Gris,B,9
2015S008562,Turismo,MICRA,NISSAN,Negro,B,46
2015S005224,Turismo,C4,CITROEN,Negro,B,33
2015S002269,Motocicleta,NXC 125,YAMAHA,Desconocido,B,24
2015S009425,Ciclomotor,CS 50 Z,YAMAHA,Negro,B,5
2015S000969,Motocicleta,SH 125,HONDA,Negro,B,9
2015S004307,Motocicleta,XCITING 250,KYMCO,Gris,A,46
2015S004176,Motocicleta,SH 125,HONDA,Blanco,B,15
2015S009264,Motocicleta,R 850 R,BMW,Rojo,A,27
2015S005362,Taxi,PRIUS,TOYOTA,Negro/Amarillo,BTP,30
2015S009616,Turismo,2008,PEUGEOT,Gris,B,13
2015S005119,Turismo,I 30,HYUNDAI,Blanco,B,36
2015S007458,Turismo,I 20,HYUNDAI,Blanco,B,10
2015S005599,Motocicleta,YP 125,YAMAHA,Negro,B,4
2015S006019,Motocicleta,CB 250 TWO FIFTY,HONDA,Verde,A,21
2015S004927,"Camión <= 3,5 Tm",ATLEON 110,NISSAN,Blanco,C,7
2015S008655,Turismo,STILO,FIAT,Gris,B,2
2015S006584,Motocicleta,SYMPHONY,SYM,Gris,B,14
2015S006584,Furgoneta,JUMPER,CITROEN,Blanco,B,30
2015S006637,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S002080,Taxi,Altea,SEAT,Negro/Amarillo,BTP,42
2015S009241,Motocicleta,LEAD,HONDA,Blanco,B,16
2015S001621,Turismo,GOLF,VOLKSWAGEN,Gris,B,12
2015S007613,Taxi,OCTAVIA,SKODA,Otros,BTP,34
2015S000415,Taxi,PRIUS,TOYOTA,Negro/Amarillo,BTP,7
2015S008871,Taxi,Superb,SKODA,Negro/Amarillo,BTP,36
2015S000887,Taxi,E 220,MERCEDES-BENZ,Otros,BTP,12
2015S009296,Taxi,RAPID,SKODA,Negro/Amarillo,BTP,9
2015S001005,Furgoneta,BOXER,PEUGEOT,Blanco,B,12
2015S009545,Ciclomotor,SH 50,HONDA,Gris,B,27
2015S002684,Taxi,TOLEDO,SEAT,Negro/Amarillo,BTP,26
2015S000999,Turismo,LAGUNA,RENAULT,Verde,B,51
2015S001444,Turismo,Desconocido,MERCEDES-BENZ,Gris,B,33
2015S000808,Motocicleta,SCOOPY 100,HONDA,Blanco,B,15
2015S007714,Turismo,320,BMW,Negro,B,35
2015S004419,Turismo,C4,CITROEN,Negro,B,38
2015S009955,Furgoneta,SPRINTER,MERCEDES-BENZ,Blanco,B,Desconocido
2015S004851,Autobús,NL 233,MAN,Rojo,D,25
2015S000607,Motocicleta,X Max,YAMAHA,Gris,A2,4
2015S004914,Turismo,GOLF,VOLKSWAGEN,Azul,B,7
2015S006901,Taxi,Altea,SEAT,Negro/Amarillo,BTP,2
2015S004046,Ciclomotor,PEOPLE 50,KYMCO,Negro,B,4
2015S007145,Motocicleta,YP 125,YAMAHA,Negro,B,9
2015S008581,Turismo,ALHAMBRA,SEAT,Gris,B,26
2015S008581,Motocicleta,YP 125,YAMAHA,Blanco,B,15
2015S006467,Motocicleta,SH 125,HONDA,Negro,B,21
2015S007451,Ciclomotor,ZIP AIRE,PIAGGIO,Azul,B,9
2015S003705,Ciclomotor,SH 50,HONDA,Blanco,AM,20
2015S009717,Turismo,IBIZA,SEAT,Gris,B,15
2015S003755,Ciclomotor,VESPA,PIAGGIO,Negro,Desconocido,31
2015S009527,Motocicleta,UH 125,SUZUKI,Negro,B,8
2015S008787,Taxi,TOLEDO,SEAT,Negro/Amarillo,BTP,0
2015S002233,Motocicleta,T MAX,YAMAHA,Negro,A,42
2015S000722,Ciclomotor,ATLANTIS,DERBI,Negro,B,4
2015S002277,Motocicleta,Dylan 125,HONDA,Azul,B,34
2015S004860,Motocicleta,NHX 110,HONDA,Blanco,A1,32
2015S004860,Furgoneta,413 CDI,MERCEDES-BENZ,Blanco,B,22
2015S008487,Turismo,LANOS,DAEWOO,Gris,B,15
2015S003217,Turismo,C4,CITROEN,Blanco,B,12
2015S002689,Turismo,IX20,HYUNDAI,Blanco,B,36
2015S007402,Motocicleta,SH 125,HONDA,Negro,A,11
2015S000909,Turismo,GOLF,VOLKSWAGEN,Azul,B,9
2015S002014,Motocicleta,ER-6N,KAWASAKI,Negro,A2,1
2015S004672,Motocicleta,F 650,BMW,Gris,A,26
2015S009246,Turismo,ZAFIRA,OPEL,Gris,B,25
2015S009246,Motocicleta,DL 650,SUZUKI,Rojo,A,2
2015S007357,Motocicleta,F 700 GS,BMW,Gris,A,15
2015S002918,Motocicleta,SR 125,APRILIA,Negro,B,5
2015S003885,Motocicleta,SCV100,HONDA,Gris,A,27
2015S000773,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S000643,Motocicleta,SYMPHONY,SYM,Gris,B,4
2015S008573,Turismo,940,VOLVO,Azul,B,28
2015S007485,Motocicleta,LIBERTY 125,PIAGGIO,Blanco,B,12
2015S005243,Motocicleta,LIBERTY 125,PIAGGIO,Negro,B,20
2015S006617,Motocicleta,GS 500 E,SUZUKI,Azul,A,12
2015S003653,Motocicleta,XT 600 E,YAMAHA,Negro,A,33
2015S008429,Motocicleta,SH 125,HONDA,Azul,B,10
2015S005549,Turismo,SCENIC,RENAULT,Gris,B,13
2015S005549,Motocicleta,FZ750,YAMAHA,Negro,A,11
2015S002631,Furgoneta,C15,CITROEN,Blanco,B,8
2015S000825,Turismo,FIESTA,FORD,Gris,B,53
2015S003302,Motocicleta,Z800,KAWASAKI,Negro,A2,2
2015S009376,Motocicleta,Beverly,PIAGGIO,Negro,A,31
2015S009261,Turismo,FOCUS,FORD,Azul,B,1
2015S007691,Bicicleta,Desconocido,Desconocido,Gris,Desconocido,Desconocido
2015S007590,Ciclomotor,SPEEDFIGHT 2,PEUGEOT,Blanco,B,3
2015S009674,Turismo,YARIS,TOYOTA,Negro,B,3
2015S008882,Motocicleta,NSA 700,HONDA,Negro,A,38
2015S002478,Taxi,Altea,SEAT,Negro/Amarillo,BTP,6
2015S002090,Turismo,LAGUNA,RENAULT,Negro,B,35
2015S008790,Turismo,QASHQAI,NISSAN,Negro,B,19
2015S005962,Furgoneta,TRAFFIC,RENAULT,Blanco,C,12
2015S006741,Turismo,MICRA,NISSAN,Blanco,B,1
2015S008482,Turismo,Q3,AUDI,Naranja,B,18
2015S008482,Motocicleta,HYM796,DUCATI,Rojo,A,6
2015S008093,Turismo,IBIZA,SEAT,Verde,B,6
2015S001307,Turismo,ALHAMBRA,SEAT,Negro,B,18
2015S000911,Turismo,CELICA,TOYOTA,Rojo,B,33
2015S000919,Turismo,MICRO COMPACT,SMART,Blanco,B,3
2015S009803,Motocicleta,ARRECIFE 250,APRILIA,Gris,A,9
2015S003250,Taxi,PRIUS,TOYOTA,Negro/Amarillo,BTP,9
2015S006127,Taxi,5008,PEUGEOT,Amarillo,BTP,8
2015S004552,Bicicleta,Desconocido,Desconocido,granate,Desconocido,Desconocido
2015S008223,Motocicleta,PEOPLE 125,KYMCO,Otros,B,Desconocido
2015S000080,Turismo,ROOMSTER,SKODA,Gris,B,35
2015S000080,Motocicleta,Vision,HONDA,Blanco,B,9
2015S001946,Motocicleta,SH 125,HONDA,Gris,Desconocido,Desconocido
2015S005355,Turismo,IS,LEXUS,Blanco,B,34
2015S007833,Turismo,A4,AUDI,Negro,B,6
2015S008875,Turismo,280,MERCEDES-BENZ,Blanco,B,36
2015S008895,Motocicleta,SH 125,HONDA,Negro,A,22
2015S002025,Motocicleta,SCOOPY 125,HONDA,Negro,A2,1
2015S001012,Turismo,A3,AUDI,Negro,B,8
2015S000758,Turismo,A4,AUDI,Marrón,B,37
2015S005790,Taxi,CADDY,VOLKSWAGEN,Negro/Amarillo,BTP,5
2015S000409,Ciclomotor,SPEEDFIGHT 2,PEUGEOT,Gris,B,6
2015S009411,Ciclomotor,ZIP AIRE,PIAGGIO,Rojo,AM,10
2015S009167,Turismo,S80,VOLVO,Gris,B,47
2015S008653,Motocicleta,BURGMAN,SUZUKI,Gris,A2,32
2015S006327,Furgoneta,PARTNER,PEUGEOT,Gris,B,3
2015S001683,Turismo,A4,AUDI,Negro,B,21
2015S002907,Turismo,CORSA,OPEL,Rojo,B,36
2015S006482,Turismo,ALHAMBRA,SEAT,Verde,B,1
2015S005375,Turismo,POLO,VOLKSWAGEN,Blanco,B,3
2015S003016,Turismo,GRANDIS,MITSUBISHI,Gris,B,25
2015S002659,Motocicleta,LIBERTY 125,PIAGGIO,Negro,B,5
2015S005919,Taxi,Altea,SEAT,Otros,BTP,11
2015S008784,Motocicleta,SH 125,HONDA,Negro,A,7
2015S007549,Autobús,Desconocido,VOLVO,Gris,D,25
2015S009760,Turismo,C 230,MERCEDES-BENZ,Gris,B,27
2015S005175,Turismo,MEGANE,RENAULT,Gris,B,25
2015S001837,Furgoneta,TRANSIT,FORD,Gris,B,6
2015S008533,Turismo,320,BMW,Negro,B,6
2015S002820,Ciclomotor,CS 50 Z,YAMAHA,Negro,AM,9
2015S006460,Ciclomotor,TWEET 50,PEUGEOT,Blanco,B,7
2015S001124,Motocicleta,X Max,YAMAHA,Negro,A,22
2015S004225,Cuadriciclo <75cc,Desconocido,AIXAM,Blanco,AM,3
2015S008350,Motocicleta,AGILITY 125,KYMCO,Blanco,B,27
2015S002484,Turismo,500,FIAT,Amarillo,B,1
2015S006735,Motocicleta,SCV100,HONDA,Gris,B,1
2015S002008,Motocicleta,Vision,HONDA,Gris,B,6
2015S003881,"Camión > 3,5 Tm",Desconocido,MERCEDES-BENZ,Blanco,C,25
2015S003884,Turismo,GOLF,VOLKSWAGEN,Azul,B,22
2015S002373,Motocicleta,TWEET 125,PEUGEOT,Otros,Desconocido,Desconocido
2015S008844,Turismo,QASHQAI,NISSAN,Blanco,B,43
2015S005300,Ciclomotor,ATLANTIS,DERBI,Negro,Desconocido,36
2015S002947,Turismo,GRANDIS,MITSUBISHI,Gris,B,9
2015S002217,Turismo,KA,FORD,Rojo,B,9
2015S003414,Turismo,LAGUNA,RENAULT,Blanco,B,1
2015S005765,Turismo,FOCUS,FORD,Rojo,B,13
2015S004769,Turismo,QASHQAI,NISSAN,Negro,B,2
2015S004769,Motocicleta,FLY,PIAGGIO,Gris,A1,1
2015S008085,Motocicleta,SH 100,HONDA,Negro,A1,14
2015S008075,Motocicleta,R1200,BMW,Gris,A,43
2015S002830,Motocicleta,GS 500 E,SUZUKI,Desconocido,A,33
2015S006267,Motocicleta,GS 500 E,SUZUKI,Azul,A2,2
2015S004150,Turismo,IBIZA,SEAT,Blanco,B,16
2015S004150,Motocicleta,SH 125,HONDA,granate,B,10
2015S008994,Turismo,LEON,SEAT,Rojo,B,27
2015S002934,Turismo,SCENIC,RENAULT,Azul,B,23
2015S005845,Motocicleta,BURGMAN,SUZUKI,Negro,A1,2
2015S001918,Turismo,320,BMW,Rojo,B,20
2015S004754,Bicicleta,Desconocido,BH,Gris,Desconocido,Desconocido
2015S001757,Motocicleta,Desconocido,HONDA,Gris,A,18
2015S000282,Ciclomotor,LIBERTY 125,PIAGGIO,Negro,AM,12
2015S000282,Turismo,EXEO,SEAT,Rojo,B,27
2015S002624,Motocicleta,UX 125,SUZUKI,Blanco,A1,5
2015S007886,Turismo,NUBIRA,CHEVROLET,Beige,B,8
2015S006644,Turismo,C 220,MERCEDES-BENZ,Gris,B,24
2015S001254,Motocicleta,VESPA,PIAGGIO,Verde,A,32
2015S006722,Motocicleta,Beverly,PIAGGIO,Gris,A2,1
2015S006921,Taxi,OCTAVIA,SKODA,Negro/Amarillo,BTP,35
2015S007496,Motocicleta,CBR 600,HONDA,Negro,A,6
2015S007496,Furgoneta,TRANSPORTER,VOLKSWAGEN,Blanco,B,19
2015S001240,Turismo,FOCUS,FORD,Gris,B,8
2015S003070,Motocicleta,125,VESPA,Blanco,A,13
2015S009452,Motocicleta,XC 125,YAMAHA,Azul,A,56
2015S000216,Motocicleta,UH 125,SUZUKI,Negro,B,10
2015S003614,Motocicleta,SH 100,HONDA,Azul,A,19
2015S007560,Motocicleta,JF,HONDA,Blanco,B,8
2015S005210,Ciclomotor,PEOPLE 50,KYMCO,Negro,B,3
2015S005210,Turismo,LODGY,DACIA,Blanco,B,18
2015S005461,Turismo,C-MAX,FORD,granate,B,24
2015S002639,Turismo,X6,BMW,Gris,B,22
2015S003410,Motocicleta,XP500,YAMAHA,Negro,A,28
2015S009700,Ciclomotor,YN 50,MBK,Desconocido,Desconocido,9
2015S003055,Turismo,LEON,SEAT,Blanco,B,3
2015S003248,Turismo,SANDERO,DACIA,Blanco,B,30
2015S008396,Turismo,TOLEDO,SEAT,Azul,Desconocido,Desconocido
2015S009172,Motocicleta,AGILITY 125,KYMCO,Negro,B,7
2015S002538,Autobús,P094DX4X2NB220,SCANIA,Amarillo,D,4
2015S000353,Motocicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S003738,Motocicleta,T MAX,YAMAHA,Negro,A,50
2015S003366,Turismo,XSARA PICASSO,CITROEN,Gris,B,29
2015S007540,Motocicleta,SKIPPER 125,PIAGGIO,Rojo,B,35
2015S009200,Motocicleta,SYMPHONY,SYM,Blanco,B,3
2015S007466,Taxi,TOLEDO,SEAT,Amarillo,BTP,8
2015S000955,Motocicleta,BURGMAN,SUZUKI,Negro,B,28
2015S008137,"Camión <= 3,5 Tm",NAVARA,NISSAN,Blanco,B,30
2015S003883,Motocicleta,LIBERTY 125,PIAGGIO,granate,B,20
2015S007947,Motocicleta,XCITY,YAMAHA,Negro,A1,7
2015S009701,Turismo,ASTRA,OPEL,Blanco,B,4
2015S001798,Turismo,ML 280,MERCEDES-BENZ,Gris,B,22
2015S000311,Turismo,GOLF,VOLKSWAGEN,Gris,B,8
2015S003622,Turismo,LAGUNA,RENAULT,Gris,B,11
2015S001879,Motocicleta,JOYRIDE,SYM,Negro,A,35
2015S007741,Furgoneta,PARTNER,PEUGEOT,Blanco,B,8
2015S007555,Motocicleta,GS 500 E,SUZUKI,Rojo,A2,4
2015S000467,Motocicleta,SPEED TRIPLE,TRIUMPH,Negro,A2,3
2015S006979,Motocicleta,X-8,PIAGGIO,Negro,Desconocido,Desconocido
2015S002726,Turismo,Desconocido,Desconocido,Otros,Desconocido,Desconocido
2015S003753,Turismo,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2015S003661,Motocicleta,SH 125,HONDA,Negro,B,18
2015S003826,Motocicleta,MAJESTY,YAMAHA,granate,A,20
2015S002191,Turismo,318,BMW,Gris,B,5
2015S003888,Motocicleta,JOYRIDE,SYM,Negro,A,54
2015S003405,Turismo,WRANGLER,JEEP,Gris,B,29
2015S008306,Motocicleta,SH 150,HONDA,Gris,A2,20
2015S005849,Motocicleta,SH 150,HONDA,Azul,A,27
2015S006053,Motocicleta,FJS 400,HONDA,Blanco,Desconocido,Desconocido
2015S001109,Taxi,Altea,SEAT,Otros,BTP,7
2015S006952,Motocicleta,SH 125,HONDA,Negro,B,6
2015S004747,Motocicleta,NX 650 DOMINATOR,HONDA,Negro,A1,14
2015S008742,Taxi,RAPID,SKODA,Negro/Amarillo,BTP,9
2015S001463,Furgoneta,KANGOO,RENAULT,Blanco,B,27
2015S009520,Ciclomotor,Compay,APRILIA,Blanco,B,1
2015S009730,Turismo,XSARA,CITROEN,Gris,Desconocido,Desconocido
2015S003139,Turismo,TOUAREG,VOLKSWAGEN,Gris,B,31
2015S003139,Ciclomotor,SCOOPY 50,HONDA,Negro,AM,32
2015S002895,Motocicleta,SH 125,HONDA,Blanco,B,7
2015S002692,Motocicleta,LEAD,HONDA,Negro,Desconocido,Desconocido
2015S000516,Motocicleta,GSF 650,SUZUKI,Blanco,A2,32
2015S001507,Motocicleta,Beverly,PIAGGIO,Negro,B,27
2015S005952,Turismo,MINI COOPER,MINI,Rojo,B,3
2015S003912,Motocicleta,YP 250,YAMAHA,Gris,A,23
2015S003287,Motocicleta,SH 300,HONDA,Gris,B,32
2015S004699,Turismo,S-TYPE,JAGUAR,Azul,B,10
2015S000506,Turismo,ML 350,MERCEDES-BENZ,Blanco,B,21
2015S002048,Furgoneta,KANGOO,RENAULT,Blanco,B,12
2015S007237,Turismo,C4,CITROEN,Gris,Desconocido,Desconocido
2015S004917,Turismo,PASSAT,VOLKSWAGEN,Gris,B,18
2015S007929,Motocicleta,SH 125,HONDA,Gris,B,22
2015S008243,Motocicleta,X Max,YAMAHA,Gris,A2,2
2015S001091,Motocicleta,SH 300,HONDA,Gris,A2,1
2015S004992,Motocicleta,LEAD,HONDA,Blanco,B,17
2015S004632,Motocicleta,125,YIBEN,Blanco,Desconocido,Desconocido
2015S005488,Turismo,MINI COOPER,MINI,Blanco,B,5
2015S005860,Furgoneta,BERLINGO,CITROEN,Blanco,B,4
2015S001481,Bicicleta,Desconocido,BICING,Rojo,Desconocido,Desconocido
2015S005920,Turismo,EOS,VOLKSWAGEN,Azul,B,2
2015S000283,Turismo,VECTRA,OPEL,Gris,B,36
2015S007364,Motocicleta,HRC,HONDA,Naranja,B,25
2015S002103,Turismo,CEE D,KIA,Negro,B,7
2015S000501,Bicicleta,Desconocido,BICING,Blanco,Desconocido,Desconocido
2015S000501,Taxi,CADDY,VOLKSWAGEN,Negro/Amarillo,BTP,27
2015S005519,Taxi,PASSAT,VOLKSWAGEN,Negro/Amarillo,BTP,12
2015S002371,Taxi,RAPID,SKODA,Negro/Amarillo,BTP,7
2015S009332,Motocicleta,Dylan 125,HONDA,Gris,B,20
2015S004901,Turismo,LEON,SEAT,Negro,B,10
2015S001119,Motocicleta,Beverly,PIAGGIO,Blanco,B,40
2015S005637,Turismo,3008,PEUGEOT,Rojo,B,2
2015S003178,Turismo,RAV - 4,TOYOTA,Gris,B,32
2015S003665,Turismo,Q5,AUDI,Negro,B,37
2015S007914,Motocicleta,Satelis,PEUGEOT,Gris,B,4
2015S005777,Taxi,PRIUS,TOYOTA,Amarillo,BTP,6
