Num_expediente,Tipo_vehiculo,Modelo,Marca,Color,Tipo_carnet,Antiguedad_carnet
2016S003460    ,Motocicleta,SH 125,HONDA,Azul,B,34
2016S003460    ,Turismo,FOCUS,FORD,Negro,B,20
2016S006660    ,Motocicleta,CBF 250,HONDA,Gris,A2,1
2016S006660    ,Turismo,MEGANE,RENAULT,Gris,B,8
2016S009892    ,Furgoneta,TRANSPORTER,VOLKSWAGEN,Gris,B,28
2016S009892    ,Motocicleta,T MAX,YAMAHA,Negro,A,26
2016S005419    ,Furgoneta,TRAFFIC,RENAULT,Blanco,B,39
2016S005419    ,Furgoneta,TRANSIT,FORD,Gris,B,22
2016S005244    ,Motocicleta,Desconocido,TRIUMPH,Negro,A2,27
2016S005244    ,Turismo,Desconocido,MERCEDES-BENZ,Gris,B,5
2016S008633    ,Turismo,C4,CITROEN,Marrón,B,25
2016S008633    ,Turismo,MEGANE,RENAULT,Negro,B,16
2016S008633    ,Turismo,TOURAN,VOLKSWAGEN,Gris,B,18
2016S002279    ,Ciclomotor,ZIP AIRE,PIAGGIO,Negro,B,3
2016S003820    ,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2016S003820    ,Motocicleta,BURGMAN,SUZUKI,Gris,A,23
2016S005409    ,Bicicleta,Desconocido,Desconocido,Otros,Desconocido,Desconocido
2016S005409    ,Taxi,OCTAVIA,SKODA,Negro/Amarillo,B,11
2016S002663    ,Motocicleta,SH 150,HONDA,Negro,B,25
2016S002663    ,Motocicleta,T MAX,YAMAHA,Negro,A2,3
2016S001323    ,Motocicleta,EURO 125,SYM,Negro,B,6
2016S001323    ,Turismo,MEGANE,RENAULT,Negro,B,11
2016S003909    ,Motocicleta,MT 07,YAMAHA,Blanco,A,1
2016S003909    ,Turismo,C4,CITROEN,Rojo,B,9
2016S000794    ,Turismo,5008,PEUGEOT,Blanco,B,21
2016S000660    ,Motocicleta,BURGMAN,SUZUKI,Blanco,B,6
2016S000660    ,Motocicleta,Vision,HONDA,Rojo,B,12
2016S000660    ,Turismo,ALMERA,NISSAN,Verde,B,26
2016S008923    ,Motocicleta,SH 125,HONDA,Gris,A,6
2016S008923    ,Turismo,X1,BMW,Negro,B,12
2016S000325    ,Motocicleta,BANDIT,SUZUKI,Negro,B,14
2016S003388    ,Motocicleta,XCITING 500,KYMCO,Blanco,A,6
2016S003388    ,Turismo,A3,AUDI,Negro,B,32
2016S001065    ,Motocicleta,Desconocido,PEUGEOT,Blanco,B,4
2016S004345    ,Bicicleta,Desconocido,DECATHLON,Gris,Desconocido,Desconocido
2016S005154    ,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2016S005154    ,Turismo,XSARA PICASSO,CITROEN,Azul,B,1
2016S009917    ,Motocicleta,SUPER DINK 125,KYMCO,Blanco,B,8
2016S009917    ,Turismo,FABIA,SKODA,Negro,B,6
2016S005174    ,Furgoneta,VIVARO,OPEL,Negro,B,21
2016S005174    ,Motocicleta,Desconocido,SUZUKI,Negro,B,22
2016S001549    ,Motocicleta,GS 500 E,SUZUKI,Negro,A,9
2016S001549    ,Turismo,FIESTA,FORD,Negro,Desconocido,Desconocido
2016S004121    ,Motocicleta,PCX,HONDA,Blanco,B,28
2016S004121    ,Turismo,STILO,FIAT,Negro,B,12
2016S004396    ,Motocicleta,FORZA,HONDA,Negro,A2,2
2016S009623    ,Furgoneta,KANGOO,RENAULT,Blanco,B,6
2016S009623    ,Motocicleta,125,VESPA,Gris,A,25
2016S006735    ,Motocicleta,AGILITY 125,KYMCO,Negro,A,2
2016S006735    ,Turismo,Bipper,PEUGEOT,Rojo,B,7
2016S008498    ,Turismo,318,BMW,Gris,B,32
2016S008498    ,Turismo,I 30,HYUNDAI,Blanco,B,9
2016S004181    ,Motocicleta,DAYTONA,TRIUMPH,Blanco,A,Desconocido
2016S004181    ,Taxi,300,MERCEDES-BENZ,Negro/Amarillo,B,5
2016S006235    ,Motocicleta,SYMPHONY,SYM,Blanco,B,16
2016S006235    ,Taxi,TOLEDO,SEAT,Negro,B,2
2016S005809    ,Motocicleta,STREET TRIPLE,TRIUMPH,Negro,A2,2
2016S000344    ,Motocicleta,SH 150,HONDA,Azul,A,10
2016S000344    ,Turismo,A3,AUDI,Negro,Desconocido,Desconocido
2016S002877    ,Motocicleta,YP 125,YAMAHA,Negro,B,11
2016S002877    ,Taxi,TOLEDO,SEAT,Negro/Amarillo,BTP,1
2016S002757    ,Autobús,Desconocido,MERCEDES-BENZ,Rojo,D,25
2016S002757    ,Motocicleta,SFERA,PIAGGIO,Azul,A,21
2016S000686    ,Motocicleta,SYMPHONY,SYM,Negro,A,39
2016S000686    ,Turismo,CORSA,OPEL,Negro,B,9
2016S002057    ,Motocicleta,X-8,PIAGGIO,granate,B,24
2016S002057    ,Turismo,CORSA,OPEL,Blanco,B,28
2016S006275    ,Motocicleta,BURGMAN,SUZUKI,Gris,A,6
2016S006275    ,Turismo,ASTRA,OPEL,Negro,B,6
2016S006275    ,Turismo,PARTNER,PEUGEOT,Gris,Desconocido,Desconocido
2016S003396    ,Furgoneta,BERLINGO,CITROEN,Desconocido,B,11
2016S005969    ,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2016S005361    ,"Camión > 3,5 Tm",Desconocido,MERCEDES-BENZ,Amarillo,C,36
2016S005361    ,Turismo,QASHQAI,NISSAN,Blanco,B,34
2016S003477    ,Ciclomotor,NEO'S,YAMAHA,Gris,B,8
2016S003477    ,Furgoneta,INCA,SEAT,Desconocido,B,17
2016S004235    ,Bicicleta,Desconocido,ORBEA,Negro,Desconocido,Desconocido
2016S000571    ,Motocicleta,300,KAWASAKI,Verde,A,27
2016S000571    ,Motocicleta,AGILITY 125,KYMCO,Otros,A1,36
2016S003707    ,Motocicleta,SH 125,HONDA,Negro,B,8
2016S003707    ,Turismo,XC 60,VOLVO,Dorado,B,38
2016S001325    ,Ciclomotor,LIBERTY 50,PIAGGIO,Gris,B,3
2016S001325    ,Furgoneta,VANEO,MERCEDES-BENZ,Gris,B,Desconocido
2016S001325    ,Turismo,MEGANE,RENAULT,Gris,B,Desconocido
2016S007202    ,"Camión <= 3,5 Tm",Desconocido,NISSAN,Blanco,B,4
2016S006626    ,Motocicleta,THRUXTON 900,TRIUMPH,Verde,A2,4
2016S006626    ,Turismo,CORSA,OPEL,Blanco,B,8
2016S005801    ,Motocicleta,XCITING 400i,KYMCO,Blanco,A2,1
2016S005801    ,Turismo,407,PEUGEOT,Gris,B,20
2016S008232    ,Turismo,147,ALFA ROMEO,Rojo,B,6
2016S008232    ,Turismo,CLIO,RENAULT,Azul,B,12
2016S003020    ,Bicicleta,Desconocido,DECATHLON,Rojo,Desconocido,Desconocido
2016S003020    ,Motocicleta,SYMPHONY,SYM,Blanco,B,6
2016S007201    ,Autobús,NL 243,MAN,Rojo,D,18
2016S003641    ,Motocicleta,SH 125,HONDA,Negro,A1,19
2016S003641    ,Turismo,CORSA,OPEL,Violeta,B,2
2016S000185    ,Motocicleta,PS 125,HONDA,Blanco,B,7
2016S000185    ,Turismo,TRANSIT,FORD,Blanco,B,6
2016S005433    ,Motocicleta,HT 125,HAOTIAN,Desconocido,B,11
2016S000492    ,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2016S000492    ,Taxi,PRIUS,TOYOTA,Otros,B,24
2016S002257    ,Turismo,FOCUS,FORD,Gris,B,4
2016S002333    ,Taxi,Altea,SEAT,Negro/Amarillo,B,42
2016S002115    ,Furgoneta,SPRINTER,MERCEDES-BENZ,Otros,BTP,10
2016S002115    ,Motocicleta,SES 125,HONDA,Otros,B,8
2016S007519    ,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2016S004770    ,Taxi,Altea,SEAT,Amarillo,B,12
2016S004770    ,Turismo,MEGANE,RENAULT,Gris,B,12
2016S002497    ,Motocicleta,SH 100,HONDA,Verde,B,6
2016S002497    ,Taxi,OCTAVIA,SKODA,Negro/Amarillo,B,7
2016S002143    ,Ciclomotor,VESPA,PIAGGIO,Rojo,B,4
2016S002143    ,Motocicleta,VESPA,PIAGGIO,Negro,B,30
2016S010079    ,Furgoneta,PARTNER,PEUGEOT,Blanco,Desconocido,Desconocido
2016S010079    ,Turismo,A4,AUDI,Blanco,B,17
2016S001686    ,Motocicleta,SH 125,HONDA,Desconocido,B,14
2016S001686    ,Motocicleta,SH 300,HONDA,Gris,A,25
2016S008787    ,Autobús,Desconocido,MAN,Rojo,D,9
2016S007676    ,Autobús,NL 263,MAN,Otros,D,9
2016S000145    ,Motocicleta,SH 125,HONDA,Desconocido,B,6
2016S001870    ,Motocicleta,BURGMAN,SUZUKI,Gris,B,41
2016S001870    ,Turismo,RIO,KIA,Plateado,B,17
2016S007965    ,Motocicleta,MAJESTY,YAMAHA,Desconocido,B,4
2016S007965    ,Turismo,JUKE,NISSAN,Negro,B,30
2016S009213    ,Motocicleta,SH 125,HONDA,Blanco,A,4
2016S009213    ,Turismo,A1,AUDI,Gris,B,30
2016S002694    ,Motocicleta,C EVOLUTION,BMW,Blanco,A,8
2016S002694    ,Turismo,FIESTA,FORD,Gris,B,2
2016S007077    ,Taxi,TOLEDO,SEAT,Negro/Amarillo,B,10
2016S007077    ,Turismo,TOURAN,VOLKSWAGEN,Gris,B,9
2016S002305    ,"Camión <= 3,5 Tm",Desconocido,MAN,Rojo,C,16
2016S002305    ,Motocicleta,SH 125,HONDA,Blanco,B,16
2016S006934    ,Turismo,PRIUS,TOYOTA,Otros,BTP,8
2016S007926    ,Motocicleta,SH 125,HONDA,Negro,B,1
2016S007926    ,Taxi,ZAFIRA,OPEL,Negro/Amarillo,B,5
2016S003315    ,Motocicleta,PEOPLE 125,KYMCO,Gris,B,7
2016S003315    ,Turismo,ZAFIRA,OPEL,Negro,B,26
2016S003069    ,Motocicleta,NINJA,KAWASAKI,Negro,A2,3
2016S005539    ,Ciclomotor,SCOOPY 50,HONDA,Gris,B,8
2016S005539    ,Furgoneta,PARTNER,PEUGEOT,Blanco,B,9
2016S009343    ,Turismo,ALMERA,NISSAN,Rojo,Desconocido,Desconocido
2016S009343    ,Turismo,IBIZA,SEAT,Blanco,B,5
2016S009343    ,Turismo,SAXO,CITROEN,Rojo,Desconocido,Desconocido
2016S000745    ,Motocicleta,LIBERTY 125,PIAGGIO,Negro,B,40
2016S000745    ,Motocicleta,LIBERTY 125,PIAGGIO,Negro,Desconocido,Desconocido
2016S000745    ,Motocicleta,UH 125,SUZUKI,Negro,B,41
2016S000745    ,Motocicleta,X Max,YAMAHA,Negro,Desconocido,Desconocido
2016S000745    ,Motocicleta,XC 125,YAMAHA,Otros,Desconocido,Desconocido
2016S009312    ,Motocicleta,K XCT 125,KYMCO,Negro,B,27
2016S009312    ,Turismo,GOLF,VOLKSWAGEN,Gris,B,6
2016S006856    ,Motocicleta,Dylan 125,HONDA,Gris,A1,11
2016S006856    ,Taxi,PRIUS,TOYOTA,Amarillo,B,19
2016S001714    ,Motocicleta,SH 125,HONDA,Blanco,A1,7
2016S001714    ,Motocicleta,SH 125,HONDA,Blanco,B,26
2016S000805    ,Taxi,OCTAVIA,SKODA,Otros,B,29
2016S000805    ,Turismo,330,BMW,Negro,B,5
2016S000805    ,Turismo,LEON,SEAT,Gris,B,9
2016S000927    ,Motocicleta,SH 150,HONDA,Azul,A,20
2016S000927    ,Turismo,COLT,MITSUBISHI,Rojo,B,21
2016S006111    ,Taxi,Altea,SEAT,Negro/Amarillo,B,33
2016S006111    ,Taxi,OCTAVIA,SKODA,Negro/Amarillo,B,12
2016S007903    ,Ciclomotor,SH 50,HONDA,Gris,AM,4
2016S007903    ,Turismo,308,PEUGEOT,Gris,B,22
2016S002393    ,Motocicleta,CB 250 TWO FIFTY,HONDA,Azul,A,6
2016S004572    ,Turismo,PANDA,FIAT,Negro,B,8
2016S002820    ,Motocicleta,VTR 1000 F,HONDA,Blanco,A,14
2016S002820    ,Turismo,308,PEUGEOT,Negro,B,25
2016S009060    ,Motocicleta,CB 600,HONDA,Rojo,A,5
2016S009060    ,Turismo,GOLF,VOLKSWAGEN,Blanco,B,10
2016S009308    ,Motocicleta,R 1200 C,BMW,Gris,A,25
2016S009308    ,Turismo,MONDEO,FORD,Blanco,B,27
2016S004911    ,Bicicleta,Desconocido,BICING,Desconocido,Desconocido,Desconocido
2016S006424    ,Furgoneta,SCUDO,FIAT,Blanco,B,17
2016S006424    ,Motocicleta,SYMPHONY,SYM,Negro,A1,8
2016S007121    ,Bicicleta,Desconocido,Desconocido,Otros,Desconocido,Desconocido
2016S007121    ,Turismo,LYBRA,LANCIA,Gris,B,46
2016S007121    ,Turismo,XSARA PICASSO,CITROEN,Gris,Desconocido,Desconocido
2016S000454    ,Ciclomotor,SCOOPY 50,HONDA,granate,B,4
2016S000454    ,Furgoneta,Desconocido,NISSAN,Negro,B,9
2016S005931    ,Turismo,NEMO,CITROEN,Azul,Desconocido,Desconocido
2016S005931    ,Turismo,SCENIC,RENAULT,Gris,Desconocido,Desconocido
2016S003783    ,Bicicleta,Desconocido,PEUGEOT,Blanco,Desconocido,Desconocido
2016S003783    ,Taxi,PRIUS,TOYOTA,Negro/Amarillo,B,30
2016S001206    ,"Camión > 3,5 Tm",65C14,IVECO FIAT,Blanco,C1,10
2016S001206    ,Motocicleta,X Max,YAMAHA,Negro,A2,3
2016S008631    ,Bicicleta,Desconocido,Desconocido,Negro,Desconocido,Desconocido
2016S008631    ,Motocicleta,LIKE 125,KYMCO,Rojo,B,8
2016S006770    ,"Camión > 3,5 Tm",Desconocido,MERCEDES-BENZ,Rojo,C,16
2016S006770    ,Turismo,MINI COOPER,MINI,Marrón,B,27
2016S001448    ,Motocicleta,ANC 125,HONDA,Blanco,B,13
2016S001448    ,Turismo,A3,AUDI,Negro,B,15
2016S008257    ,Bicicleta,Desconocido,Desconocido,Gris,Desconocido,Desconocido
2016S008257    ,Turismo,GOLF,VOLKSWAGEN,Negro,Desconocido,Desconocido
2016S009703    ,Motocicleta,SH 150,HONDA,Negro,A2,1
2016S006830    ,Motocicleta,YP 250,YAMAHA,Negro,A,10
2016S006830    ,Turismo,AVENSIS,TOYOTA,Blanco,B,32
2016S006950    ,Motocicleta,CBR 125,HONDA,Rojo,A1,1
2016S006950    ,Turismo,A3,AUDI,Gris,B,25
2016S007633    ,Ciclomotor,LIBERTY 50,PIAGGIO,Blanco,B,24
2016S007633    ,Motocicleta,LIBERTY 125,PIAGGIO,Negro,Desconocido,Desconocido
2016S007633    ,Turismo,IBIZA,SEAT,Negro,B,2
2016S006196    ,Bicicleta,Desconocido,BTWIN,Negro,Desconocido,Desconocido
2016S005620    ,Furgoneta,108 CDI,MERCEDES-BENZ,Azul,B,1
2016S005620    ,Motocicleta,NS125,DAELIM,Gris,A,9
2016S008897    ,Ciclomotor,SCOOPY 50,HONDA,Negro,B,1
2016S008897    ,Turismo,IBIZA,SEAT,Rojo,B,10
2016S003429    ,Motocicleta,TWEET 125,PEUGEOT,Otros,B,14
2016S003429    ,Taxi,ZAFIRA,OPEL,Otros,BTP,11
2016S004278    ,Motocicleta,SH 125,HONDA,Negro,A,15
2016S004278    ,Taxi,Altea,SEAT,Negro/Amarillo,B,19
2016S001865    ,Motocicleta,CBF 600,HONDA,Gris,A,25
2016S006740    ,Motocicleta,SH 125,HONDA,Azul,B,18
2016S006740    ,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,33
2016S008449    ,Motocicleta,BURGMAN,SUZUKI,Negro,Desconocido,Desconocido
2016S008449    ,Motocicleta,PS 125,HONDA,Negro,Desconocido,Desconocido
2016S008449    ,Motocicleta,YZF R6,YAMAHA,Azul,A,5
2016S000387    ,Ciclomotor,CS 50 Z,YAMAHA,Amarillo,B,6
2016S003910    ,Motocicleta,FORTY-EIGHT,HARLEY DAVIDSON,Negro,A2,2
2016S003910    ,Motocicleta,SH 125,HONDA,Negro,B,7
2016S006255    ,Motocicleta,SAT 125,PEUGEOT,Blanco,A2,34
2016S001546    ,Ciclomotor,SH 50,HONDA,Desconocido,Desconocido,Desconocido
2016S001546    ,Motocicleta,SH 300,HONDA,Negro,A2,7
2016S001546    ,Taxi,RAPID,SKODA,Negro/Amarillo,BTP,3
2016S000467    ,Turismo,ASTRA,OPEL,Azul,B,22
2016S000319    ,Motocicleta,SES 125,HONDA,granate,B,26
2016S000319    ,Turismo,MAZDA 5,MAZDA,Negro,B,28
2016S002111    ,Motocicleta,X Max,YAMAHA,Negro,B,12
2016S002111    ,Taxi,Altea,SEAT,Negro/Amarillo,BTP,6
2016S008496    ,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,8
2016S008496    ,Turismo,LEON,SEAT,Blanco,B,24
2016S009758    ,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2016S009758    ,Motocicleta,SH 300,HONDA,Negro,A,3
2016S002369    ,Motocicleta,TWEET 125,PEUGEOT,Beige,A,27
2016S002369    ,Turismo,GOLF,VOLKSWAGEN,Blanco,B,25
2016S003598    ,Ciclomotor,SH 50,HONDA,Azul,B,3
2016S003598    ,Motocicleta,MAJESTY,YAMAHA,Blanco,A,19
2016S003598    ,Turismo,FREELANDER,LAND ROVER,Negro,B,45
2016S000491    ,Motocicleta,TIGER,TRIUMPH,Negro,B,10
2016S000491    ,Turismo,SAXO,CITROEN,Rojo,B,3
2016S002777    ,Motocicleta,JOYMAX 125,SYM,Negro,B,11
2016S002777    ,Turismo,RX 400,LEXUS,Gris,B,27
2016S005894    ,Motocicleta,AN 125,SUZUKI,Negro,B,7
2016S005894    ,Turismo,FOCUS,FORD,Azul,B,39
2016S000025    ,Motocicleta,FAT BOY,HARLEY DAVIDSON,Negro,A2,2
2016S000025    ,Motocicleta,K XCT 125,KYMCO,Negro,B,8
2016S000777    ,Motocicleta,PCX,HONDA,Negro,B,7
2016S000777    ,Turismo,TOURAN,VOLKSWAGEN,Gris,B,24
2016S001958    ,Motocicleta,T MAX,YAMAHA,Gris,A,21
2016S001958    ,Turismo,ALHAMBRA,SEAT,Negro,B,5
2016S007425    ,Motocicleta,UH 150,SUZUKI,Gris,A1,20
2016S007425    ,Turismo,520,BMW,Negro,B,31
2016S003466    ,Motocicleta,HD 125,SYM,Gris,B,25
2016S009658    ,Furgoneta,BERLINGO,CITROEN,Verde,B,37
2016S009658    ,Motocicleta,T MAX,YAMAHA,Otros,A,34
2016S009293    ,Motocicleta,X Max,YAMAHA,Gris,A2,0
2016S009293    ,Taxi,PRIUS,TOYOTA,Otros,B,11
2016S003852    ,Motocicleta,YAGER,KYMCO,Negro,B,0
2016S003852    ,Turismo,CADDY,VOLKSWAGEN,Gris,B,27
2016S003852    ,Turismo,POLO,VOLKSWAGEN,Negro,B,15
2016S007750    ,Motocicleta,YP 125,YAMAHA,Negro,B,5
2016S007750    ,Turismo,IBIZA,SEAT,Blanco,B,8
2016S000773    ,Motocicleta,AGILITY 125,KYMCO,Negro,B,5
2016S000773    ,Turismo,CORSA,OPEL,Otros,B,1
2016S003286    ,Ciclomotor,Desconocido,FIAT,Verde,Desconocido,Desconocido
2016S003286    ,Taxi,Altea,SEAT,Negro/Amarillo,BTP,17
2016S003286    ,Turismo,POLO,VOLKSWAGEN,Gris,B,29
2016S002655    ,Taxi,ZAFIRA,OPEL,Otros,BTP,7
2016S005957    ,Motocicleta,BONNEVILLE,TRIUMPH,Negro,A,41
2016S005957    ,Turismo,LEON,SEAT,Gris,B,19
2016S001866    ,Bicicleta,Desconocido,Desconocido,Verde,Desconocido,Desconocido
2016S004728    ,Furgoneta,KOMBI,VOLKSWAGEN,Blanco,B,26
2016S004728    ,Turismo,SPORTAGE,KIA,Blanco,B,19
2016S001496    ,Motocicleta,Desconocido,HONDA,Negro,A2,4
2016S001496    ,Motocicleta,UH 125,SUZUKI,Blanco,B,31
2016S002126    ,Motocicleta,LEAD,HONDA,Negro,B,27
2016S002126    ,Turismo,Desconocido,BMW,Gris,B,22
2016S003656    ,Motocicleta,GSR 600,SUZUKI,Gris,A,26
2016S003656    ,Motocicleta,SH 125,HONDA,Negro,B,6
2016S006183    ,Motocicleta,YP 125,YAMAHA,Negro,A,9
2016S006183    ,Turismo,ASTRA,OPEL,Azul,B,42
2016S003435    ,Motocicleta,NC 750,HONDA,Blanco,A,32
2016S003435    ,Taxi,Altea,SEAT,Negro/Amarillo,BTP,10
2016S001101    ,Motocicleta,YP 125,YAMAHA,Negro,A,6
2016S001101    ,Turismo,PRIMERA,NISSAN,Beige,B,44
2016S002570    ,Ciclomotor,SH 50,HONDA,Negro,B,3
2016S002570    ,Turismo,3MS,MAZDA,Azul,B,7
2016S003625    ,Motocicleta,UX 125,SUZUKI,Negro,B,29
2016S003625    ,Turismo,PASSAT,VOLKSWAGEN,Negro,B,3
2016S004473    ,Motocicleta,BURGMAN,SUZUKI,Negro,A,34
2016S004473    ,Motocicleta,LIBERTY 125,PIAGGIO,Gris,B,9
2016S001136    ,Ciclomotor,PEOPLE 50,KYMCO,Azul,B,3
2016S001136    ,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,8
2016S008901    ,Furgoneta,DUCATO,FIAT,Blanco,B,11
2016S008901    ,Motocicleta,CBR 900,HONDA,Negro,A,20
2016S000907    ,Motocicleta,BURGMAN,SUZUKI,Negro,B,15
2016S000907    ,Turismo,GOLF,VOLKSWAGEN,Negro,B,2
2016S001308    ,Ciclomotor,XL 50,VESPA,Azul,B,8
2016S001308    ,Turismo,TRANSIT,FORD,Blanco,B,19
2016S009279    ,Ciclomotor,VESPA,PIAGGIO,Negro,AM,12
2016S009279    ,Turismo,RAV - 4,TOYOTA,Otros,B,34
2016S006219    ,Motocicleta,DT 125,YAMAHA,Azul,B,7
2016S006219    ,Turismo,SCENIC,RENAULT,Gris,B,3
2016S008629    ,Motocicleta,Vision,HONDA,Blanco,B,4
2016S000649    ,Ciclomotor,LIBERTY 50,PIAGGIO,Gris,B,7
2016S000649    ,Furgoneta,KUBISTAR,NISSAN,Blanco,B,21
2016S006575    ,Furgoneta,C15,CITROEN,Blanco,B,14
2016S006575    ,Motocicleta,SH 125,HONDA,Negro,B,27
2016S003660    ,Motocicleta,CBF 125,HONDA,Rojo,B,10
2016S003660    ,Motocicleta,XL 125 V,HONDA,Negro,B,17
2016S008755    ,Motocicleta,YAGER,KYMCO,Blanco,B,Desconocido
2016S008755    ,Turismo,CORSA,OPEL,Blanco,B,8
2016S006815    ,Bicicleta,Desconocido,Desconocido,Desconocido,Desconocido,Desconocido
2016S006815    ,Furgoneta,INCA,SEAT,Desconocido,B,10
2016S004730    ,"Camión <= 3,5 Tm",35C,IVECO FIAT,Blanco,B,10
2016S004730    ,Motocicleta,YUPPY,HONDA,Azul,A1,11
2016S006298    ,Turismo,E 270,MERCEDES-BENZ,Gris,B,38
2016S002443    ,Bicicleta,Desconocido,PEUGEOT,Azul,Desconocido,Desconocido
2016S005940    ,Motocicleta,INTRUDER,SUZUKI,Negro,A,12
2016S005940    ,Motocicleta,SH 125,HONDA,Negro,B,6
2016S005940    ,Turismo,500,FIAT,Gris,B,Desconocido
2016S004145    ,Motocicleta,FZ6,YAMAHA,Gris,A,5
2016S004145    ,Turismo,107,PEUGEOT,Amarillo,B,28
2016S002577    ,Ciclomotor,JOG,YAMAHA,Negro,B,2
2016S002577    ,Furgoneta,JUMPER,CITROEN,Blanco,B,41
2016S000366    ,Motocicleta,SUPER DINK 300,KYMCO,Blanco,A,13
2016S000366    ,Turismo,V50,VOLVO,Gris,B,13
2016S000518    ,Taxi,RAPID,SKODA,Negro/Amarillo,B,30
2016S000518    ,Turismo,YPSILON,LANCIA,Blanco,B,Desconocido
2016S008968    ,Ciclomotor,VITALITE 50,KYMCO,Azul,B,9
2016S008968    ,Taxi,PRIUS,TOYOTA,Amarillo,BTP,9
2016S002423    ,Motocicleta,SCOOPY 100,HONDA,Rojo,B,21
2016S002423    ,Motocicleta,VESPA,PIAGGIO,Gris,B,24
2016S003697    ,Bicicleta,Desconocido,BICING,Otros,Desconocido,Desconocido
2016S003697    ,Turismo,SMART,SMART,Otros,B,2
2016S007853    ,Autobús articulado,Bus Decker,VAN HOOL,Rojo,D,33
2016S007853    ,Bicicleta,Desconocido,BICING,Rojo,Desconocido,Desconocido
2016S004108    ,Motocicleta,AGILITY 125,KYMCO,Negro,B,8
2016S004108    ,Turismo,Desconocido,Desconocido,Blanco,Desconocido,Desconocido
2016S007085    ,Motocicleta,TWEET 125,PEUGEOT,Blanco,B,9
2016S007085    ,Turismo,COMBO,OPEL,Gris,B,5
2016S009023    ,Motocicleta,SH 125,HONDA,Desconocido,B,31
2016S009023    ,Turismo,PUNTO,FIAT,Naranja,B,2
2016S001811    ,Furgoneta,BOX,PEUGEOT,Blanco,Desconocido,Desconocido
2016S001811    ,Motocicleta,YN 100,YAMAHA,Rojo,B,11
2016S001811    ,Turismo,PASSAT,VOLKSWAGEN,Negro,B,45
2016S000838    ,Ciclomotor,FLY,PIAGGIO,Negro,B,3
2016S000838    ,Turismo,IBIZA,SEAT,Negro,B,46
2016S001873    ,Bicicleta,Desconocido,BICING,Rojo,Desconocido,Desconocido
2016S001873    ,Ciclomotor,SH 50,HONDA,Verde,B,3
2016S007727    ,Furgoneta,EXPERT,PEUGEOT,Blanco,B,3
2016S007727    ,Motocicleta,AN 400,SUZUKI,Gris,A,40
2016S004667    ,Turismo,SERIE 1,BMW,Gris,B,10
2016S004667    ,Turismo,YARIS,TOYOTA,Verde,B,37
2016S002931    ,Motocicleta,SW T 400,HONDA,Blanco,A2,44
2016S002931    ,Turismo,TOLEDO,SEAT,Rojo,B,26
2016S000329    ,Taxi,ZAFIRA,OPEL,Otros,BTP,4
2016S000329    ,Turismo,AURIS,TOYOTA,Blanco,B,35
2016S000329    ,Turismo,EXEO,SEAT,Negro,B,19
2016S008520    ,Ciclomotor,TYPHOON 50,PIAGGIO,Negro,B,1
2016S008520    ,Turismo,Modus,RENAULT,Gris,B,51
2016S001165    ,Turismo,508,PEUGEOT,Blanco,B,30
2016S001367    ,Turismo,A5,AUDI,Negro,B,2
2016S001367    ,Turismo,ASTRA,OPEL,Negro,B,14
2016S003071    ,Furgoneta,SCUDO,FIAT,Blanco,B,27
2016S003071    ,Taxi,Altea,SEAT,Negro/Amarillo,BTP,4
2016S003071    ,Turismo,MINI COOPER,MINI,Amarillo,B,42
2016S004154    ,Motocicleta,BURGMAN,SUZUKI,Blanco,B,10
2016S004154    ,Turismo,TOURAN,VOLKSWAGEN,Gris,B,20
2016S003236    ,Motocicleta,SCOOPY 100,HONDA,Gris,A,25
2016S003236    ,Turismo,C4 PICASSO,CITROEN,granate,Desconocido,Desconocido
2016S003236    ,Turismo,IBIZA,SEAT,Gris,B,21
2016S009904    ,Motocicleta,STREET TRIPLE,TRIUMPH,Negro,A,3
2016S009904    ,Turismo,Modus,RENAULT,Blanco,B,5
2016S004741    ,Motocicleta,ARRECIFE 125,APRILIA,Gris,B,9
2016S004626    ,Ciclomotor,SH 50,HONDA,Blanco,AM,9
2016S004626    ,Motocicleta,LEAD,HONDA,Gris,A1,2
2016S004969    ,"Camión > 3,5 Tm",ML160E20,IVECO FIAT,Otros,C,30
2016S007980    ,"Camión > 3,5 Tm",Desconocido,IVECO FIAT,Otros,C,33
2016S008339    ,"Camión <= 3,5 Tm",Desconocido,DAF-HERMANNS,Naranja,C,12
2016S009556    ,Turismo,206,PEUGEOT,Gris,B,1
2016S005513    ,"Camión > 3,5 Tm",Desconocido,MERCEDES-BENZ,Otros,C,20
2016S002767    ,Bicicleta,Desconocido,BICING,Rojo,B,9
2016S002767    ,Bicicleta,Desconocido,BICING,Rojo,Desconocido,Desconocido
2016S008660    ,Bicicleta,Desconocido,PEUGEOT,granate,Desconocido,Desconocido
