Número d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció tipus accident,Coordenada UTM (X),Coordenada UTM (Y),Londitud,Latitud
2017S003302    ,4,Les Corts,19,les Corts,199909,Josep Tarradellas / París                         ,0099X0099X,Dilluns,Dl,Laboral,2017,4,Abril,10,18,Tarda,Col.lisió lateral,"428362,41","4582111,92","2,142,064","41,385,493"
2017S006387    ,4,Les Corts,19,les Corts,128059,Flos i Calcat                                     ,0020 0020,Divendres,Dv,Laboral,2017,7,Juliol,21,15,Tarda,Atropellament,"427446,58","4582672,14","2,131,042","41,390,464"
2017S003243    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0632 0632,Dissabte,Ds,Laboral,2017,4,Abril,8,6,Matí,Xoc contra element estàtic,"427949,64","4582755,79","2,137,048","41,391,256"
2017S007508    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0650 0650,Dissabte,Ds,Laboral,2017,9,Setembre,9,17,Tarda,Abast multiple,"427585,14","4582648,38","2,132,707","4,139,026"
2017S001954    ,4,Les Corts,19,les Corts,700704,AV DIAGONAL / Loreto                              ,0000 0000,Dijous,Dj,Laboral,2017,3,Març,9,23,Nit,Col.lisió fronto-lateral,"428169,18","4582708,69","2,139,685","41,390,853"
2017S006942    ,4,Les Corts,19,les Corts,110803,Gelabert / Entença                                ,0250 0250,Dissabte,Ds,Laboral,2017,8,Agost,12,17,Tarda,Col.lisió fronto-lateral,"428268,68","4582302,85","2,140,917","41,387,205"
2017S005675    ,4,Les Corts,19,les Corts,128059,Flos i Calcat                                     ,0016X0016X,Dijous,Dj,Laboral,2017,6,Juny,29,19,Tarda,Caiguda (dues rodes),"427373,89","4582648,31","2,130,172","41,390,241"
2017S010035    ,4,Les Corts,19,les Corts,343903,Corts / Entença                                   ,0332 0332,Divendres,Dv,Laboral,2017,12,Desembre,1,9,Matí,Col.lisió lateral,"428118,83","4582508,43","2,139,098","41,389,047"
2017S007478    ,4,Les Corts,19,les Corts,144601,Diagonal / Numància                               ,0579 0587,Divendres,Dv,Laboral,2017,9,Setembre,8,12,Matí,Col.lisió fronto-lateral,"427556,27","4582525,23","2,132,375","4,138,915"
2017S003582    ,4,Les Corts,19,les Corts,144601,Diagonal / Numància                               ,0579 0587,Divendres,Dv,Laboral,2017,4,Abril,21,15,Tarda,Col.lisió fronto-lateral,"427556,27","4582525,23","2,132,375","4,138,915"
2017S010549    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0579 0587,Dimecres,Dc,Laboral,2017,12,Desembre,20,23,Nit,Abast,"427556,27","4582525,23","2,132,375","4,138,915"
2017S005014    ,4,Les Corts,19,les Corts,162002,Josep Tarradellas                                 ,0129 0129,Dijous,Dj,Laboral,2017,6,Juny,8,14,Tarda,Abast,"428455,66","4582584,40","214,312","41,389,762"
2017S007656    ,4,Les Corts,19,les Corts,58554,Can Bruixa                                        ,0021 0021,Dissabte,Ds,Laboral,2017,9,Setembre,16,0,Nit,Col.lisió lateral,"427562,79","4581980,62","2,132,512","41,384,242"
2017S005834    ,4,Les Corts,19,les Corts,320704,Josep Tarradellas / Sarrià                        ,0045 0049,Dimecres,Dc,Laboral,2017,7,Juliol,5,8,Matí,Col.lisió lateral,"428447,43","4582661,80","2,143,015","41,390,454"
2017S009742    ,4,Les Corts,19,les Corts,343903,Corts                                             ,0238 0238,Dijous,Dj,Laboral,2017,11,Novembre,23,15,Tarda,Caiguda interior vehicle,"427576,97","4582086,21","2,132,667","41,385,198"
2017S000707    ,4,Les Corts,19,les Corts,701004,AV DIAGONAL                                       ,0000 0000,Divendres,Dv,Laboral,2017,1,Gener,27,1,Nit,Col.lisió fronto-lateral,"427485,28","4582815,60","2,131,491","41,391,755"
2017S002510    ,4,Les Corts,19,les Corts,16703,AV DIAGONAL                                       ,0006 0006,Dimecres,Dc,Laboral,2017,3,Març,29,10,Matí,Abast,"427543,97","4582335,33","2,132,242","41,387,437"
2017S003841    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0485 0485,Diumenge,Dg,Laboral,2017,4,Abril,30,12,Matí,Abast,"428505,22","4582845,13","2,143,687","41,392,117"
2017S008496    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0485 0485,Dilluns,Dl,Laboral,2017,10,Octubre,16,8,Matí,Col.lisió lateral,"428505,22","4582845,13","2,143,687","41,392,117"
2017S010283    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0491 0491,Dimarts,Dm,Laboral,2017,12,Desembre,12,14,Tarda,Col.lisió lateral,"428468,38","4582833,44","2,143,246","41,392,005"
2017S009090    ,4,Les Corts,19,les Corts,231502,Numància                                          ,0115X0115X,Divendres,Dv,Laboral,2017,11,Novembre,3,17,Tarda,Abast,"427860,25","4582160,25","2,136,054","4,138,589"
2017S003206    ,4,Les Corts,21,Pedralbes,232403,Pedralbes / Esplugues                             ,0002 0006,Dijous,Dj,Laboral,2017,4,Abril,6,15,Tarda,Col.lisió fronto-lateral,"425990,33","4583209,14","2,113,563","41,395,167"
2017S006645    ,4,Les Corts,21,Pedralbes,232403,Bisbe Català                                      ,0007 0007,Dilluns,Dl,Laboral,2017,7,Juliol,31,17,Tarda,Atropellament,"426033,75","4583290,05","2,114,067","41,395,901"
2017S008761    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer                                          ,0082 0082,Dilluns,Dl,Laboral,2017,10,Octubre,23,15,Tarda,Col.lisió lateral,"427761,23","4583592,69","2,134,699","41,398,778"
2017S009243    ,4,Les Corts,21,Pedralbes,115400,Pearson                                           ,0108 0108,Dimecres,Dc,Laboral,2017,11,Novembre,8,20,Tarda,Xoc contra element estàtic,"425869,53","4583046,72","2,112,135","41,393,688"
2017S005748    ,4,Les Corts,21,Pedralbes,232403,Bosch i Gimpera / Espasa                          ,0024 0026,Diumenge,Dg,Laboral,2017,7,Juliol,2,22,Nit,Caiguda (dues rodes),"426089,94","4583307,41","2,114,735","41,396,059"
2017S008853    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,2505,Adrià / Santaló                                   ,0005 0005,Dijous,Dj,Laboral,2017,10,Octubre,26,7,Matí,Col.lisió lateral,"428112,96","4583861,12","2,138,866","41,401,232"
2017S010508    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner                                          ,0447 0447,Dimarts,Dm,Laboral,2017,12,Desembre,19,13,Matí,Altres,"428184,62","4583870,80","2,139,726","4,140,132"
2017S000654    ,4,Les Corts,21,Pedralbes,171309,AV ESPLUGUES / Sta Caterina Siena                 ,0028 0028,Dimecres,Dc,Laboral,2017,1,Gener,25,8,Matí,Col.lisió fronto-lateral,"425454,61","4582861,97","2,107,195","41,391,984"
2017S005546    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,260158,Muntaner / Plató                                  ,0009 0009,Diumenge,Dg,Laboral,2017,6,Juny,25,23,Nit,Col.lisió lateral,"428299,52","4583707,93","2,141,121","41,399,862"
2017S009226    ,4,Les Corts,21,Pedralbes,102500,Doctor Joaquín Albarrán                           ,0008 0008,Dimecres,Dc,Laboral,2017,11,Novembre,8,10,Matí,Xoc contra element estàtic,"425473,96","4582664,88","2,107,446","41,390,211"
2017S003773    ,4,Les Corts,21,Pedralbes,701267,B-20 (Besòs)                                      ,590000,Dijous,Dj,Laboral,2017,4,Abril,27,17,Tarda,Abast,"425612,22","4582923,63","2,109,077","41,392,557"
2017S010466    ,4,Les Corts,21,Pedralbes,114509,Bisbe Català / Bosch i Gimpera                    ,0001 0001,Dilluns,Dl,Laboral,2017,12,Desembre,18,18,Tarda,Col.lisió fronto-lateral,"426061,02","4583346,26","2,114,395","41,396,408"
2017S001525    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,AV DIAGONAL                                       ,0083 0083,Divendres,Dv,Laboral,2017,2,Febrer,24,7,Matí,Abast,"426780,94","4581441,31","2,123,225","41,379,316"
2017S001040    ,4,Les Corts,20,la Maternitat i Sant Ramon,343903,AV DIAGONAL / Av Doctor Marañón                   ,0101 0101,Dimecres,Dc,Laboral,2017,2,Febrer,8,8,Matí,Abast multiple,"426780,94","4581441,31","2,123,225","41,379,316"
2017S000989    ,4,Les Corts,21,Pedralbes,101700,CAPITÀ ARENAS                                     ,0049X0049X,Dilluns,Dl,Laboral,2017,2,Febrer,6,10,Matí,Atropellament,"426836,82","4582678,07","2,123,746","41,390,462"
2017S010233    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,0680X0680X,Diumenge,Dg,Laboral,2017,12,Desembre,10,19,Tarda,Abast,"426813,82","4582391,40","2,123,505","41,387,875"
2017S007688    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,0680X0680X,Diumenge,Dg,Laboral,2017,9,Setembre,17,5,Nit,Col.lisió fronto-lateral,"426813,82","4582391,40","2,123,505","41,387,875"
2017S007908    ,4,Les Corts,21,Pedralbes,333400,González Tablas / Cavallers                       ,0018 0018,Diumenge,Dg,Laboral,2017,9,Setembre,24,14,Tarda,Col.lisió fronto-lateral,"425496,16","4582253,13","2,107,772","41,386,512"
2017S007984    ,4,Les Corts,20,la Maternitat i Sant Ramon,700811,Albert Bastardas                                  ,0024 0024,Dimecres,Dc,Laboral,2017,9,Setembre,27,18,Tarda,Xoc contra element estàtic,"425467,43","4581755,76","2,107,486","41,382,024"
2017S005028    ,4,Les Corts,20,la Maternitat i Sant Ramon,700906,Manuel Azaña / General Batet                      ,0004 0004,Dijous,Dj,Laboral,2017,6,Juny,8,20,Tarda,Col.lisió lateral,"425696,55","4581249,55","2,110,287","41,377,487"
2017S003052    ,4,Les Corts,21,Pedralbes,193108,Manuel Girona                                     ,0030 0030,Diumenge,Dg,Laboral,2017,4,Abril,2,20,Tarda,Caiguda (dues rodes),"426783,86","4582712,35","2,123,108","41,390,764"
2017S008126    ,4,Les Corts,21,Pedralbes,244300,Diagonal                                          ,9998 9998,Dilluns,Dl,Laboral,2017,10,Octubre,2,16,Tarda,Caiguda (dues rodes),"426739,43","4582321,92","2,122,629","41,387,238"
2017S006611    ,4,Les Corts,21,Pedralbes,244300,Pius XII                                          ,9998 9998,Dissabte,Ds,Laboral,2017,7,Juliol,29,21,Tarda,Caiguda interior vehicle,"426739,43","4582321,92","2,122,629","41,387,238"
2017S002279    ,4,Les Corts,21,Pedralbes,1105,AV DIAGONAL                                       ,0009X0009X,Dimarts,Dm,Laboral,2017,3,Març,21,19,Tarda,Caiguda (dues rodes),"425461,35","4582115,58","210,737","41,385,265"
2017S007640    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III                                        ,0045 0045,Divendres,Dv,Laboral,2017,9,Setembre,15,14,Tarda,Caiguda (dues rodes),"427163,40","4581781,49","2,127,764","41,382,413"
2017S007640    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III                                        ,0045 0045,Divendres,Dv,Laboral,2017,9,Setembre,15,14,Tarda,Abast,"427163,40","4581781,49","2,127,764","41,382,413"
2017S005810    ,4,Les Corts,21,Pedralbes,62507,Capità Arenas                                     ,0003 0005,Dimarts,Dm,Laboral,2017,7,Juliol,4,15,Tarda,Caiguda interior vehicle,"427065,24","4582520,22","2,126,503","4,138,906"
2017S002368    ,4,Les Corts,21,Pedralbes,62507,AV DIAGONAL / Pl Pius XII                         ,0007 0009,Divendres,Dv,Laboral,2017,3,Març,24,14,Tarda,Col.lisió fronto-lateral,"427048,35","4582571,35","2,126,294","41,389,518"
2017S000431    ,4,Les Corts,21,Pedralbes,62507,PL PIUS XII                                       ,0012 0012,Dilluns,Dl,Laboral,2017,1,Gener,16,18,Tarda,Col.lisió lateral,"427079,18","4582547,89","2,126,668","41,389,305"
2017S001671    ,4,Les Corts,21,Pedralbes,700088,G.V. CARLES III                                   ,0011 0011,Dimecres,Dc,Laboral,2017,3,Març,1,7,Matí,Abast,"426806,87","4582575,92","2,123,399","41,389,532"
2017S004464    ,4,Les Corts,20,la Maternitat i Sant Ramon,7258,Martí i Franquès                                  ,0013 0013,Dissabte,Ds,Laboral,2017,5,Maig,20,8,Matí,Col.lisió fronto-lateral,"426410,49","4581925,39","2,118,742","41,383,642"
2017S001708    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,AV DIAGONAL / Av Doctor Marañón                   ,0097 0097,Dimecres,Dc,Laboral,2017,3,Març,1,22,Nit,Atropellament,"427084,79","4582245,87","2,126,764","41,386,585"
2017S001039    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,AV DIAGONAL                                       ,0101 0101,Dimecres,Dc,Laboral,2017,2,Febrer,8,8,Matí,Caiguda (dues rodes),"427082,07","4582281,06","2,126,736","41,386,909"
2017S003076    ,4,Les Corts,20,la Maternitat i Sant Ramon,66508,Carles III                                        ,0107B0107B,Dilluns,Dl,Laboral,2017,4,Abril,3,16,Tarda,Col.lisió fronto-lateral,"427098,91","4582376,24","2,126,915","41,387,766"
2017S009934    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,0668 0668,Dimecres,Dc,Laboral,2017,11,Novembre,29,7,Matí,Col.lisió lateral,"427052,13","4582458,24","2,126,355","41,388,501"
2017S007530    ,4,Les Corts,21,Pedralbes,144601,Diagonal / Doctor Ferran                          ,0672B0672B,Dilluns,Dl,Laboral,2017,9,Setembre,11,15,Tarda,Col.lisió fronto-lateral,"426972,29","4582448,34","21,254","41,388,403"
2017S001045    ,4,Les Corts,21,Pedralbes,7305,AV DIAGONAL / Doctor Ferran                       ,0001 0007,Dimecres,Dc,Laboral,2017,2,Febrer,8,11,Matí,Col.lisió fronto-lateral,"425770,10","4582183,96","2,111,057","41,385,906"
2017S005251    ,4,Les Corts,21,Pedralbes,701268,Dalt (Besòs)                                      ,470000,Dijous,Dj,Laboral,2017,6,Juny,15,19,Tarda,Abast,"425061,36","4581835,81","2,102,621","41,382,706"
2017S009328    ,4,Les Corts,21,Pedralbes,8308,Jordi Girona / Alfambra                           ,0020 0020,Divendres,Dv,Laboral,2017,11,Novembre,10,20,Tarda,Atropellament,"425894,42","4582302,08","2,112,525","4,138,699"
2017S007580    ,4,Les Corts,20,la Maternitat i Sant Ramon,102306,Diagonal / Doctor Marañón                         ,0042 0050,Dimecres,Dc,Laboral,2017,9,Setembre,13,11,Matí,Col.lisió fronto-lateral,"425908,37","4581939,69","2,112,737","41,383,722"
2017S010590    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal / John M. Keynes                         ,0645 0645,Divendres,Dv,Laboral,2017,12,Desembre,22,11,Matí,Col.lisió lateral,"426268,48","4582116,12","2,117,021","41,385,349"
2017S007520    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal / John M. Keynes                         ,0645 0645,Diumenge,Dg,Laboral,2017,9,Setembre,10,11,Matí,Col.lisió lateral,"426268,48","4582116,12","2,117,021","41,385,349"
2017S009352    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal / Pascual i Vila                         ,0647 0647,Dissabte,Ds,Laboral,2017,11,Novembre,11,14,Tarda,Col.lisió lateral,"426117,87","4582064,53","2,115,221","41,384,867"
2017S009333    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal / Pascual i Vila                         ,0647 0647,Divendres,Dv,Laboral,2017,11,Novembre,10,18,Tarda,Abast,"426117,87","4582064,53","2,115,221","41,384,867"
2017S002116    ,4,Les Corts,21,Pedralbes,52707,PG MANUEL GIRONA / Doctor Ferran                  ,0014 0014,Dijous,Dj,Laboral,2017,3,Març,16,13,Matí,Atropellament,"425559,55","4582404,58","2,108,507","41,387,877"
2017S001957    ,4,Les Corts,20,la Maternitat i Sant Ramon,244209,TRAV CORTS / G.V. Carles III                      ,0025 0025,Divendres,Dv,Laboral,2017,3,Març,10,6,Matí,Abast,"426661,53","4581952,94","2,121,741","41,383,908"
2017S007917    ,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Joan XXIII                                        ,0026 0026,Diumenge,Dg,Laboral,2017,9,Setembre,24,22,Nit,Caiguda (dues rodes),"426748,46","4582183,44","2,122,753","41,385,996"
2017S007228    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,0688 0692,Dimarts,Dm,Laboral,2017,8,Agost,29,8,Matí,Abast multiple,"426095,23","4582152,72","2,114,948","41,385,657"
2017S005755    ,4,Les Corts,21,Pedralbes,144601,Diagonal                                          ,0694 0696,Dilluns,Dl,Laboral,2017,7,Juliol,3,6,Matí,Abast multiple,"425819,56","4582083,33","2,111,655","4,138,501"
2017S008775    ,4,Les Corts,21,Pedralbes,144601,Diagonal / Doctor Marañón                         ,0694 0696,Dilluns,Dl,Laboral,2017,10,Octubre,23,18,Tarda,Abast,"425819,56","4582083,33","2,111,655","4,138,501"
2017S004026    ,4,Les Corts,21,Pedralbes,144601,Diagonal / Doctor Marañón                         ,0694 0696,Dissabte,Ds,Laboral,2017,5,Maig,6,20,Tarda,Caiguda interior vehicle,"425819,56","4582083,33","2,111,655","4,138,501"
2017S004854    ,4,Les Corts,21,Pedralbes,148500,Gran Capità                                       ,0013X0013X,Dimecres,Dc,Laboral,2017,5,Maig,31,15,Tarda,Xoc contra element estàtic,"425578,93","4582503,31","2,108,722","41,388,771"
2017S001503    ,4,Les Corts,21,Pedralbes,172006,AV EXÈRCIT                                        ,0005 0005,Dijous,Dj,Laboral,2017,2,Febrer,23,14,Tarda,Caiguda interior vehicle,"425851,14","4582199,00","2,112,024","41,386,058"
2017S000969    ,4,Les Corts,21,Pedralbes,172006,AV EXÈRCIT / Gran Capità                          ,0015 0015,Diumenge,Dg,Laboral,2017,2,Febrer,5,12,Matí,Col.lisió fronto-lateral,"425951,68","4582233,32","2,113,216","41,386,373"
2017S002031    ,4,Les Corts,20,la Maternitat i Sant Ramon,102306,CARDENAL REIG                                     ,0000 0000,Dilluns,Dl,Laboral,2017,3,Març,13,15,Tarda,Abast,"426046,91","4581663,85","2,114,421","41,381,248"
2017S005894    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,0653 0659,Dijous,Dj,Laboral,2017,7,Juliol,6,16,Tarda,Abast,"425772,51","4581960,58","2,111,108","41,383,898"
2017S009432    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,0687 0687,Dimarts,Dm,Laboral,2017,11,Novembre,14,9,Matí,Abast multiple,"425387,61","4581830,33","210,652","41,382,692"
2017S007553    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,0687 0687,Dimarts,Dm,Laboral,2017,9,Setembre,12,8,Matí,Altres,"425387,61","4581830,33","210,652","41,382,692"
2017S010437    ,4,Les Corts,20,la Maternitat i Sant Ramon,285002,Carles III / Sabino Arana                         ,0002 0002,Dilluns,Dl,Laboral,2017,12,Desembre,18,8,Matí,Col.lisió fronto-lateral,"427081,72","4582153,76","2,126,739","41,385,756"
