Número d'expedient,Codi districte,Nom districte,Codi barri,Nom barri,Codi carrer,Nom carrer,Num postal caption,Descripció dia setmana,Dia setmana,Descripció tipus dia,NK Any,Mes de any,Nom mes,Dia de mes,Hora de dia,Descripció torn,Descripció tipus accident,Coordenada UTM (X),Coordenada UTM (Y),Londitud,Latitud
2017S001738    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,128503,ISAAC NEWTON / Av Tibidabo                        ,0051 0053,Dijous,Dj,Laboral,2017,3,Març,2,19,Tarda,Col.lisió fronto-lateral,"428021,18","4584525,18","2,137,698","41,407,205"
2017S008093    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,223606,Muntaner                                          ,0551 0553,Diumenge,Dg,Laboral,2017,10,Octubre,1,15,Tarda,Caiguda (dues rodes),"427818,93","4584282,94","2,135,299","41,404,998"
2017S009112    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701103,Alfonso Comín                                     ,0009 0009,Dissabte,Ds,Laboral,2017,11,Novembre,4,12,Matí,Caiguda (dues rodes),"427881,38","4585454,13","2,135,913","41,415,559"
2017S006944    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,B-20 (Besòs)                                      ,890000,Dissabte,Ds,Laboral,2017,8,Agost,12,19,Tarda,Col.lisió fronto-lateral,"427429,54","4585230,89","2,130,532","41,413,501"
2017S004663    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,Tibidabo / Isaac Newton                           ,920000,Divendres,Dv,Laboral,2017,5,Maig,26,19,Tarda,Col.lisió fronto-lateral,"427706,40","4585327,86","2,133,834","414,144"
2017S004358    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701629,Dalt (Besòs)                                      ,0030U0030U,Dimarts,Dm,Laboral,2017,5,Maig,16,18,Tarda,Atropellament,"427498,63","4585262,95","2,131,353","41,413,795"
2017S006140    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701629,B-20 (Besòs)                                      ,0032U0032U,Divendres,Dv,Laboral,2017,7,Juliol,14,13,Matí,Abast multiple,"427514,81","4585278,33","2,131,543","41,413,941"
2017S001875    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,256707,PG SANT GERVASI                                   ,0008 0008,Dimarts,Dm,Laboral,2017,3,Març,7,16,Tarda,Col.lisió lateral,"428147,13","4584262,62","2,139,237","41,404,847"
2017S000637    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,191703,MUNTANER                                          ,0046 0046,Dimarts,Dm,Laboral,2017,1,Gener,24,13,Matí,Abast multiple,"427640,32","4584175,66","2,133,182","41,404,018"
2017S005172    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,223606,Muntaner / General Mitre                          ,0493 0493,Dimarts,Dm,Laboral,2017,6,Juny,13,9,Matí,Abast,"428013,68","4584044,05","213,766","41,402,872"
2017S006736    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,32700,Balmes                                            ,0433 0433,Dijous,Dj,Laboral,2017,8,Agost,3,19,Tarda,Col.lisió fronto-lateral,"427998,86","4584705,00","2,137,402","41,408,824"
2017S007991    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,287405,Tibidabo / Román Macaya                           ,0001 0005,Dimecres,Dc,Laboral,2017,9,Setembre,27,22,Nit,Col.lisió fronto-lateral,"427751,11","4585192,26","2,134,389","41,413,188"
2017S003975    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Isaac Newton                                      ,7.00E+00,Divendres,Dv,Laboral,2017,5,Maig,5,7,Matí,Abast,"427052,99","4584880,78","2,126,063","41,410,315"
2017S009239    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Benedetti                                         ,800000,Dimecres,Dc,Laboral,2017,11,Novembre,8,18,Tarda,Abast multiple,"426771,17","4584613,55","2,122,734","41,407,884"
2017S003351    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,Dalt (Llobregat)                                  ,860000,Dimecres,Dc,Laboral,2017,4,Abril,12,22,Nit,Abast,"427205,87","4585027,71","2,127,876","41,411,652"
2017S010701    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701267,B-20 (Besòs)                                      ,860000,Dimecres,Dc,Laboral,2017,12,Desembre,27,18,Tarda,Col.lisió lateral,"427205,87","4585027,71","2,127,876","41,411,652"
2017S005855    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,162104,Calvó / Jesús i Maria                             ,0001 0001,Dimecres,Dc,Laboral,2017,7,Juliol,5,13,Matí,Col.lisió fronto-lateral,"427453,47","4584930,37","2,130,855","41,410,801"
2017S003657    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701268,B-20 (Besòs)                                      ,870000,Dilluns,Dl,Laboral,2017,4,Abril,24,15,Tarda,Abast,"427295,29","4585080,34","2,128,946","41,412,138"
2017S001240    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,701352,PG SANT GERVASI                                   ,0021X0021X,Dimarts,Dm,Laboral,2017,2,Febrer,14,15,Tarda,Altres,"426769,12","4584847,38","2,122,682","41,409,992"
2017S008812    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo                                          ,0073 0073,Dimecres,Dc,Laboral,2017,10,Octubre,25,0,Nit,Xoc contra element estàtic,"427358,42","4585496,43","212,965","4,141,589"
2017S002141    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,79907,CTRA B-20 (BESÒS)                                 ,0019 0019,Divendres,Dv,Laboral,2017,3,Març,17,7,Matí,Abast multiple,"427677,47","4584931,90","2,133,534","4,141,083"
2017S006481    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,195602,Escoles Pies / Margenat                           ,0097 0097,Dimarts,Dm,Laboral,2017,7,Juliol,25,10,Matí,Xoc contra element estàtic,"427058,12","4584304,44","2,126,205","41,405,127"
2017S005900    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38105,Bellesguard / Quatre Camins                       ,0001 0001,Dijous,Dj,Laboral,2017,7,Juliol,6,14,Tarda,Xoc contra element estàtic,"427224,42","4584635,55","2,128,151","41,408,123"
2017S003536    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,38706,Dalt (Besòs)                                      ,0002 0002,Dijous,Dj,Laboral,2017,4,Abril,20,17,Tarda,Abast multiple,"426833,76","4584660,17","212,347","41,408,313"
2017S004123    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,72001,Castanyer                                         ,0023 0023,Dimarts,Dm,Laboral,2017,5,Maig,9,14,Tarda,Col.lisió lateral,"428100,21","4584543,52","2,138,641","41,407,374"
2017S004820    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina / Agramunt                    ,0063B0063B,Dijous,Dj,Laboral,2017,6,Juny,1,15,Tarda,Col.lisió fronto-lateral,"428731,08","4584795,01","214,616","414,097"
2017S004255    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,279600,República Argentina / Vallcarca                   ,0161 0161,Dissabte,Ds,Laboral,2017,5,Maig,13,11,Matí,Abast,"428502,78","4584982,07","2,143,398","41,411,364"
2017S006422    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,95608,Costa                                             ,0037 0037,Diumenge,Dg,Laboral,2017,7,Juliol,23,4,Nit,Xoc contra element estàtic,"428684,69","4584763,76","2,145,602","41,409,407"
2017S009274    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,339203,Alacant / Torras i Pujalt                         ,0009E0009E,Dijous,Dj,Laboral,2017,11,Novembre,9,17,Tarda,Col.lisió lateral,"427754,14","4583830,45","2,134,587","41,400,921"
2017S009265    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,267000,Príncep d'Astúries / Madrazo                      ,0009 0009,Dijous,Dj,Laboral,2017,11,Novembre,9,12,Matí,Caiguda (dues rodes),"429107,34","4583915,31","2,150,762","41,401,807"
2017S000100    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,299903,LINCOLN / Guillem Tell                            ,0002 0002,Dijous,Dj,Laboral,2017,1,Gener,5,7,Matí,Col.lisió fronto-lateral,"429072,36","4583956,46","2,150,338","41,402,173"
2017S007318    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,123408,Lesseps                                           ,0033 0033,Divendres,Dv,Laboral,2017,9,Setembre,1,13,Matí,Caiguda (dues rodes),"429031,15","4584374,20","2,149,799","41,405,934"
2017S000863    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,306408,GUILLEM TELL                                      ,0016 0016,Dimecres,Dc,Laboral,2017,2,Febrer,1,14,Tarda,Abast,"428931,85","4584277,62","2,148,614","41,405,052"
2017S000598    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,40606,AV PRÍNC ASTÚRIES / Sant Eusebi                   ,0008 0008,Dilluns,Dl,Laboral,2017,1,Gener,23,8,Matí,Caiguda (dues rodes),"428803,36","4584338,07","2,147,075","4,140,559"
2017S009705    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre                                     ,0214 0214,Dimarts,Dm,Laboral,2017,11,Novembre,14,7,Matí,Abast,"428742,56","4584337,95","2,146,346","41,405,576"
2017S004737    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,143904,General Mitre                                     ,0222B0222B,Dilluns,Dl,Laboral,2017,5,Maig,29,22,Nit,Col.lisió lateral,"428815,50","4584342,30","2,147,218","41,405,627"
2017S000468    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,339203,TORRAS I PUJALT / Emancipació                     ,0043 0043,Dimarts,Dm,Laboral,2017,1,Gener,17,16,Tarda,Col.lisió fronto-lateral,"427647,40","4584010,50","2,133,286","41,402,533"
2017S006183    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,369306,Guillem Tell / Saragossa                          ,0063 0063,Dissabte,Ds,Laboral,2017,7,Juliol,15,21,Tarda,Atropellament,"428928,71","4583977,94","2,148,613","4,140,235"
2017S009260    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,32700,Balmes                                            ,0338 0338,Dijous,Dj,Laboral,2017,11,Novembre,9,9,Matí,Caiguda (dues rodes),"428494,61","4584080,41","2,143,409","41,403,239"
2017S004251    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,139805,Ganduxer / General Mitre                          ,0092 0094,Dissabte,Ds,Laboral,2017,5,Maig,13,3,Nit,Col.lisió fronto-lateral,"427702,98","4583694,95","2,133,981","41,399,691"
2017S007582    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,143904,General Mitre                                     ,0095 0097,Dimecres,Dc,Laboral,2017,9,Setembre,13,12,Matí,Col.lisió lateral,"427749,74","4583723,68","213,454","41,399,957"
2017S006662    ,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,152508,Guillem Tell / Saragossa                          ,0026 0026,Dimarts,Dm,Laboral,2017,8,Agost,1,14,Tarda,Col.lisió fronto-lateral,"428925,21","4584000,55","2,148,575","41,402,557"
2017S010032    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Rovelló                                           ,520000,Dijous,Dj,Laboral,2017,11,Novembre,30,18,Tarda,Col.lisió fronto-lateral,"424650,38","4585930,55","2,097,196","4,141,955"
2017S008054    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",700059,Vallvidrera a les Planes                          ,520000,Divendres,Dv,Laboral,2017,9,Setembre,29,15,Tarda,Col.lisió fronto-lateral,"424650,38","4585930,55","2,097,196","4,141,955"
2017S004849    ,6,Gràcia,28,Vallcarca i els Penitents,229908,Mare de Déu del Coll                              ,0063 0063,Divendres,Dv,Laboral,2017,6,Juny,2,10,Matí,Col.lisió lateral,"428914,96","4584843,31","2,148,344","41,410,148"
2017S002174    ,6,Gràcia,28,Vallcarca i els Penitents,297908,FARIGOLA                                          ,0020X0020X,Divendres,Dv,Laboral,2017,3,Març,17,19,Tarda,Abast,"428714,26","4585194,33","214,591","41,413,292"
2017S002579    ,6,Gràcia,28,Vallcarca i els Penitents,69200,FARIGOLA / Mare Déu del Coll                      ,0007 0007,Divendres,Dv,Laboral,2017,3,Març,31,13,Matí,Col.lisió fronto-lateral,"428192,86","4585591,44","2,139,617","41,416,821"
2017S008059    ,6,Gràcia,28,Vallcarca i els Penitents,355505,Velázquez                                         ,0002 0016,Divendres,Dv,Laboral,2017,9,Setembre,29,19,Tarda,Col.lisió frontal,"428918,73","4584602,39","214,842","41,407,978"
2017S006373    ,6,Gràcia,28,Vallcarca i els Penitents,123408,Lesseps                                           ,0019 0019,Divendres,Dv,Laboral,2017,7,Juliol,21,10,Matí,Abast,"429081,68","4584591,22","2,150,371","41,407,893"
2017S006336    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca / Maignon                               ,0010 0010,Dijous,Dj,Laboral,2017,7,Juliol,20,10,Matí,Col.lisió fronto-lateral,"429004,53","4584631,67","2,149,445","41,408,247"
2017S009509    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca / Maignon                               ,0012 0012,Dijous,Dj,Laboral,2017,11,Novembre,16,14,Tarda,Col.lisió lateral,"429000,91","4584634,16","2,149,397","41,408,273"
2017S007187    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Velázquez / Vallcarca                             ,0012 0012,Dissabte,Ds,Laboral,2017,8,Agost,26,17,Tarda,Abast,"429000,91","4584634,16","2,149,397","41,408,273"
2017S006852    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca                                         ,0040 0040,Dimarts,Dm,Laboral,2017,8,Agost,8,20,Tarda,Xoc contra element estàtic,"428901,17","4584756,30","2,148,199","41,409,364"
2017S009156    ,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",160007,Església                                          ,0030 0032,Diumenge,Dg,Laboral,2017,11,Novembre,5,14,Tarda,Caiguda (dues rodes),"425212,10","4585626,10","2,103,958","41,416,864"
2017S005811    ,6,Gràcia,29,el Coll,230000,Mare de Déu del Coll                              ,0058 0058,Dimarts,Dm,Laboral,2017,7,Juliol,4,11,Matí,Abast,"428825,35","4585575,62","2,147,193","41,416,733"
2017S005583    ,6,Gràcia,29,el Coll,340905,Torrent del Remei                                 ,0013 0013,Dilluns,Dl,Laboral,2017,6,Juny,26,22,Nit,Caiguda (dues rodes),"428910,20","4585486,12","214,822","41,415,939"
2017S000867    ,6,Gràcia,29,el Coll,37000,CARDEDEU / Pg Mare Déu Coll                       ,0098 0098,Dimecres,Dc,Laboral,2017,2,Febrer,1,17,Tarda,Col.lisió fronto-lateral,"429025,37","4585918,51","2,149,546","4,141,984"
2017S007814    ,6,Gràcia,29,el Coll,64502,Cardedeu                                          ,0036 0036,Dijous,Dj,Laboral,2017,9,Setembre,21,10,Matí,Col.lisió lateral,"428577,09","4585806,63","2,144,198","41,418,792"
2017S010740    ,6,Gràcia,29,el Coll,290400,Rubens                                            ,0020 0020,Dijous,Dj,Laboral,2017,12,Desembre,28,21,Tarda,Abast,"428696,69","4585336,10","2,145,678","41,414,569"
2017S003545    ,6,Gràcia,28,Vallcarca i els Penitents,701267,Vall d'Hebron / Jericó                            ,1010000,Divendres,Dv,Laboral,2017,4,Abril,21,1,Nit,Abast,"428235,91","4585990,55","2,140,084","41,420,418"
2017S006386    ,6,Gràcia,28,Vallcarca i els Penitents,116901,Esteve Terradas                                   ,0069 0069,Divendres,Dv,Laboral,2017,7,Juliol,21,15,Tarda,Col.lisió lateral,"428194,44","4585352,17","213,967","41,414,669"
2017S009744    ,6,Gràcia,28,Vallcarca i els Penitents,158107,Vallcarca                                         ,0115X0115X,Dijous,Dj,Laboral,2017,11,Novembre,23,16,Tarda,Atropellament,"428547,22","4585050,73","2,143,929","4,141,198"
2017S006827    ,6,Gràcia,28,Vallcarca i els Penitents,701267,B-20 (Besòs)                                      ,960000,Dilluns,Dl,Laboral,2017,8,Agost,7,14,Tarda,Abast,"428041,37","4585531,96","2,137,818","41,416,267"
2017S004821    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Dalt (Llobregat)                                  ,0,Dijous,Dj,Laboral,2017,6,Juny,1,15,Tarda,Abast,"428109,99","4585678,04","2,138,614","41,417,597"
2017S003160    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat                                        ,0017 0017,Dimecres,Dc,Laboral,2017,4,Abril,5,14,Tarda,Abast,"428094,45","4585746,25","2,138,426","41,418,208"
2017S004398    ,6,Gràcia,28,Vallcarca i els Penitents,148409,Sant Cugat                                        ,0051 0053,Dijous,Dj,Laboral,2017,5,Maig,18,8,Matí,Abast,"428132,77","4585955,99","2,138,856","41,420,094"
2017S000291    ,6,Gràcia,28,Vallcarca i els Penitents,66803,PL ALFONSO COMÍN                                  ,0008 0008,Dijous,Dj,Laboral,2017,1,Gener,12,13,Matí,Col.lisió lateral,"427854,38","4585630,27","2,135,569","41,417,142"
2017S003091    ,6,Gràcia,28,Vallcarca i els Penitents,352507,Vall d'Hebron                                     ,0072 0074,Dimarts,Dm,Laboral,2017,4,Abril,4,3,Nit,Col.lisió lateral,"428230,83","4585905,86","2,140,035","41,419,652"
2017S008801    ,6,Gràcia,28,Vallcarca i els Penitents,701267,Dalt (Besòs)                                      ,990000,Dimarts,Dm,Laboral,2017,10,Octubre,24,15,Tarda,Abast,"428164,39","4585798,89","2,139,258","41,418,683"
2017S006006    ,6,Gràcia,28,Vallcarca i els Penitents,701267,Dalt (Besòs)                                      ,1000000,Dilluns,Dl,Laboral,2017,7,Juliol,10,18,Tarda,Abast,"428198,70","4585893,00","2,139,653","41,419,541"
2017S008512    ,6,Gràcia,28,Vallcarca i els Penitents,701650,Josefa Rosich                                     ,0002 0002,Dilluns,Dl,Laboral,2017,10,Octubre,16,16,Tarda,Atropellament,"428189,53","4585470,94","2,139,596","41,415,731"
2017S004533    ,6,Gràcia,31,la Vila de Gràcia,123408,Lesseps / Torrent de l'Olla                       ,0017 0017,Dilluns,Dl,Laboral,2017,5,Maig,22,13,Matí,Col.lisió fronto-lateral,"429139,11","4584567,18","2,151,068","41,407,682"
2017S005219    ,6,Gràcia,31,la Vila de Gràcia,123408,Lesseps                                           ,0002 0002,Dimecres,Dc,Laboral,2017,6,Juny,14,17,Tarda,Col.lisió lateral,"429080,50","4584380,65","2,150,384","41,405,993"
2017S008408    ,6,Gràcia,31,la Vila de Gràcia,344101,Gràcia / Sant Gabriel                             ,0107 0109,Dimecres,Dc,Laboral,2017,10,Octubre,11,23,Nit,Col.lisió fronto-lateral,"429369,22","4583602,83","2,153,932","41,399,011"
2017S007567    ,6,Gràcia,30,la Salut,344000,Dalt                                              ,0031 0031,Dimarts,Dm,Laboral,2017,9,Setembre,12,19,Tarda,Xoc contra element estàtic,"429298,32","4584703,77","2,152,954","41,408,921"
2017S007567    ,6,Gràcia,30,la Salut,344000,Dalt                                              ,0031 0031,Dimarts,Dm,Laboral,2017,9,Setembre,12,19,Tarda,Col.lisió lateral,"429298,32","4584703,77","2,152,954","41,408,921"
2017S004711    ,6,Gràcia,30,la Salut,344000,Dalt                                              ,0081 0081,Diumenge,Dg,Laboral,2017,5,Maig,28,22,Nit,Col.lisió lateral,"429581,60","4584888,80","2,156,318","41,410,612"
2017S005286    ,6,Gràcia,30,la Salut,203904,Dalt / Massens                                    ,0080 0084,Divendres,Dv,Laboral,2017,6,Juny,16,18,Tarda,Col.lisió lateral,"429509,18","4584765,11","2,155,471","41,409,498"
2017S002272    ,6,Gràcia,30,la Salut,176608,VERDI / Maignon                                   ,0043 0043,Dimarts,Dm,Laboral,2017,3,Març,21,14,Tarda,Atropellament,"429361,75","4585097,04","2,153,662","41,412,475"
2017S005980    ,6,Gràcia,30,la Salut,344000,Dalt                                              ,0044 0044,Dilluns,Dl,Laboral,2017,7,Juliol,10,0,Nit,Atropellament,"429405,89","4584716,79","2,154,233","41,409,048"
2017S007584    ,6,Gràcia,30,la Salut,344000,Dalt / Massens                                    ,0052 0052,Dimecres,Dc,Laboral,2017,9,Setembre,13,14,Tarda,Caiguda (dues rodes),"429467,42","4584746,72","2,154,971","41,409,323"
2017S006943    ,6,Gràcia,30,la Salut,344000,Gràcia                                            ,0067 0067,Dissabte,Ds,Laboral,2017,8,Agost,12,19,Tarda,Atropellament,"429499,12","4584812,14","2,155,346","41,409,921"
2017S003266    ,6,Gràcia,30,la Salut,344000,Dalt / Ca l'Alegre de Dalt                        ,0117 0117,Diumenge,Dg,Laboral,2017,4,Abril,9,16,Tarda,Atropellament,"429776,63","4585050,28","2,158,632","41,412,088"
2017S003919    ,6,Gràcia,30,la Salut,321605,Camèlies                                          ,0129 0129,Dimecres,Dc,Laboral,2017,5,Maig,3,13,Matí,Atropellament,"429910,21","4585029,17","2,160,238","41,411,911"
2017S001984    ,6,Gràcia,31,la Vila de Gràcia,280574,TRAV DALT                                         ,0014 0014,Divendres,Dv,Laboral,2017,3,Març,10,17,Tarda,Abast,"429768,23","4584785,67","2,158,568","41,409,701"
2017S009858    ,6,Gràcia,30,la Salut,344000,Dalt / Mare de Déu del Coll                       ,0001 0001,Dilluns,Dl,Laboral,2017,11,Novembre,27,8,Matí,Abast,"429114,54","4584611,01","2,150,764","41,408,076"
2017S004430    ,6,Gràcia,30,la Salut,344000,Dalt                                              ,0011 0013,Divendres,Dv,Laboral,2017,5,Maig,19,9,Matí,Abast multiple,"429160,61","4584638,78","2,151,311","41,408,324"
2017S009350    ,6,Gràcia,31,la Vila de Gràcia,90502,Còrsega                                           ,0389 0389,Dissabte,Ds,Laboral,2017,11,Novembre,11,11,Matí,Col.lisió lateral,"430150,20","4583664,09","2,163,267","41,399,638"
2017S005967    ,6,Gràcia,31,la Vila de Gràcia,334902,Torrijos / Terol                                  ,0032 0032,Diumenge,Dg,Laboral,2017,7,Juliol,9,15,Tarda,Col.lisió fronto-lateral,"429777,29","4584083,19","2,158,757","41,403,379"
2017S006306    ,6,Gràcia,31,la Vila de Gràcia,109203,Encarnació                                        ,0037 0037,Dimecres,Dc,Laboral,2017,7,Juliol,19,13,Matí,Altres,"429837,87","4584382,89","215,944","41,406,077"
2017S007834    ,6,Gràcia,31,la Vila de Gràcia,272500,Tordera / Quevedo                                 ,0011 0011,Dijous,Dj,Laboral,2017,9,Setembre,21,19,Tarda,Col.lisió fronto-lateral,"430081,18","4583967,57","2,162,407","41,402,361"
2017S002055    ,6,Gràcia,31,la Vila de Gràcia,341103,TORDERA                                           ,0006 0006,Dimarts,Dm,Laboral,2017,3,Març,14,13,Matí,Atropellament,"429910,51","4584071,78","2,160,349","41,403,283"
2017S009712    ,6,Gràcia,31,la Vila de Gràcia,338506,Tordera / Quevedo                                 ,0066 0066,Dimecres,Dc,Laboral,2017,11,Novembre,22,16,Tarda,Atropellament,"430087,08","4583955,57","216,248","41,402,253"
2017S007499    ,6,Gràcia,31,la Vila de Gràcia,144601,Diagonal / Gràcia                                 ,0446 0448,Dissabte,Ds,Laboral,2017,9,Setembre,9,11,Matí,Atropellament,"429758,73","4583325,46","2,158,617","4,139,655"
2017S003909    ,6,Gràcia,31,la Vila de Gràcia,322801,Sèneca                                            ,0005 0005,Dimecres,Dc,Laboral,2017,5,Maig,3,9,Matí,Atropellament,"429622,07","4583407,12","2,156,981","41,397,277"
2017S003682    ,6,Gràcia,31,la Vila de Gràcia,144601,Diagonal / Augusta                                ,0478 0480,Dimarts,Dm,Laboral,2017,4,Abril,25,13,Matí,Col.lisió fronto-lateral,"429530,55","4583251,87","2,155,899","41,395,864"
2017S004270    ,6,Gràcia,31,la Vila de Gràcia,90502,Còrsega / Pau Claris                              ,0337 0337,Dissabte,Ds,Laboral,2017,5,Maig,13,22,Nit,Altres,"429939,18","4583457,33","2,160,767","41,397,755"
2017S001394    ,6,Gràcia,31,la Vila de Gràcia,304005,GRAN DE GRÀCIA / Montseny                         ,0002 0002,Diumenge,Dg,Laboral,2017,2,Febrer,19,23,Nit,Col.lisió lateral,"429587,57","4583780,91","2,156,519","41,400,633"
2017S000223    ,6,Gràcia,31,la Vila de Gràcia,253505,GUILLERIES / Perla                                ,0030 0030,Dimecres,Dc,Laboral,2017,1,Gener,4,21,Tarda,Atropellament,"429708,23","4584137,99","2,157,925","41,403,859"
2017S009256    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,109203,Encarnació                                        ,0082 0082,Dijous,Dj,Laboral,2017,11,Novembre,9,9,Matí,Altres,"430022,32","4584516,98","2,161,637","414,073"
2017S000650    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,321605,PROVIDÈNCIA / Ca l'Alegre Dalt                    ,0119 0119,Dimarts,Dm,Laboral,2017,1,Gener,24,21,Tarda,Col.lisió fronto-lateral,"429972,65","4584950,38","2,160,989","41,411,205"
2017S010677    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,152905,Guinardó / Camèlies                               ,0010 0010,Dimarts,Dm,Laboral,2017,12,Desembre,26,18,Tarda,Xoc contra element estàtic,"430048,43","4585077,41","2,161,883","41,412,355"
2017S003612    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,321605,Secretari Coloma                                  ,0063 0065,Dissabte,Ds,Laboral,2017,4,Abril,22,17,Tarda,Altres,"430132,36","4584746,61","2,162,927","41,409,381"
2017S000410    ,7,Horta-Guinardó,38,la Teixonera,170703,CAMÈLIES                                          ,0116 0116,Dilluns,Dl,Laboral,2017,1,Gener,16,12,Matí,Abast multiple,"429243,52","4586495,84","2,152,086","41,425,056"
2017S003937    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,144306,Pi i Margall                                      ,0014 0014,Dimecres,Dc,Laboral,2017,5,Maig,3,19,Tarda,Col.lisió lateral,"430160,85","4584374,49","2,163,305","41,406,033"
2017S009261    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,144306,Pi i Margall / Ca l'Alegre de Dalt                ,0032 0034,Dijous,Dj,Laboral,2017,11,Novembre,9,11,Matí,Atropellament,"430183,55","4584480,31","2,163,568","4,140,699"
2017S010785    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,156101,Hipòlit Lázaro / Pare Laínez                      ,0013 0013,Diumenge,Dg,Laboral,2017,12,Desembre,31,19,Tarda,Xoc contra element estàtic,"430256,20","4584427,48","2,164,447","41,406,519"
2017S005073    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,344101,Gràcia / Sardenya                                 ,0343 0343,Divendres,Dv,Laboral,2017,6,Juny,9,18,Tarda,Col.lisió lateral,"430505,83","4584531,91","2,167,414","41,407,477"
2017S003955    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,286504,Roger de Flor / Indústria                         ,0261 0261,Dijous,Dj,Laboral,2017,5,Maig,4,11,Matí,Col.lisió fronto-lateral,"430426,90","4584067,21","2,166,522","41,403,291"
2017S009413    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,305100,Rosselló / Sant Joan                              ,0132 0132,Dilluns,Dl,Laboral,2017,11,Novembre,13,16,Tarda,Col.lisió lateral,"430504,78","4583845,89","2,167,481","41,401,299"
2017S004983    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,297001,Sant Antoni Maria Claret / Sant Joan              ,0015 0015,Dimecres,Dc,Laboral,2017,6,Juny,7,16,Tarda,Caiguda interior vehicle,"430248,64","4584129,51","2,164,386","41,403,834"
